"commentId","prId","commentText","author","commentClassification"
"231130499","1469","Remove `@apollo/react-hooks` dependency","Himadri Ghosh","CODE_SUGGESTION"
"231130621","1469","`import { gql, useMutation } from '@apollo/client';`","Himadri Ghosh","CODE_SUGGESTION"
"231130691","1469","Remove `@apollo/react-hooks` dependency.","Himadri Ghosh","CODE_SUGGESTION"
"231130776","1469","`import { gql, useMutation } from '@apollo/client';`","Himadri Ghosh","CODE_SUGGESTION"
"231130843","1469","Remove `@apollo/react-hooks` dependency.","Himadri Ghosh","CODE_SUGGESTION"
"231131139","1469","`import { gql, useQuery } from '@apollo/client';`

‌

`import type { QueryResult, OperationVariables } from '@apollo/client';`","Himadri Ghosh","CODE_SUGGESTION"
"231136232","1469","Why we are stopping `refetchQueries` ? This will stop updating client data after adding the adding / modifying product quantities.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231138471","1469","Remove cleanup","Himadri Ghosh","REFACTORING_SUGGESTION"
"231139131","1469","Any strings shouldn’t be hardcoded. always needs to import from **strings.js** file.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231139801","1469","We need to make background / text color based on status '(i.e. SUCCESS, ERROR, INFO, WARNING')

_This is not priority task now. Add it as **@TODO** we can look into it later_","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"231141837","1469","**This dependency not required now.** we can get required hooks in `@apollo/client` now.","Himadri Ghosh","CODE_SUGGESTION"
"231142021","1469","**This dependency not required now.** we can import `{ gql }` from `@apollo/client` now.","Himadri Ghosh","CODE_SUGGESTION"
"231147176","1469","We are using within if-else condition  `ProductDetails` and passing the same props twice, As a result, in future if there are props changes in  `ProductDetails` and developer miss to update any once can leads to issues.

we can structure the component as below reference, 

```
const ProductCardWrapper = ({ children, showInModal }) => {
  if (!showInModal) {
    return children;
  }

  return (
    <ProductDetailModal
      isOpen={openDetails}
      ....
    >
      {children}
    </ProductDetailModal>
  )
};

const ProductCard = () => {
  ...
  return (
    <ProductCardWrapper showInModal={showInModal}>
      <ProductDetails
        product={product}
        ...
      />
    </ProductCardWrapper>
  );
};

export default ProductCard;
```

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231152089","1469","`cartItems` used to get the saved items in cart and product card should populate existing saved value. Are we missing that now?","Himadri Ghosh","QUESTIONING"
"231152972","1469","We are using `primaryWarehouse` to load default warehouse selected in case of multiple warehouse.","Himadri Ghosh","CODE_SUGGESTION"
"231153293","1469","`height: ${(props) => props.modalHeight + 'px'};`

:point_down:   
`height: ${(props) => props.modalHeight}px;`","Himadri Ghosh","CODE_SUGGESTION"
"231153824","1469","`border-top-left-radius: ${(props) => props.theme.shape.borderRadius * 5 + 'px'};`  
:point_down: 

`border-top-left-radius: ${(props) => props.theme.radius(5)}px;`","Himadri Ghosh","CODE_SUGGESTION"
"231153886","1469","`border-top-right-radius: ${(props) => props.theme.shape.borderRadius * 5 + 'px'};`  
:point_down: 

`border-top-right-radius: ${(props) => props.theme.radius(5)}px;`","Himadri Ghosh","CODE_SUGGESTION"
"231155456","1469","Why we have commented this condition?","Himadri Ghosh","QUESTIONING"
"231155636","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} There are lot of commented code in this file, please look into those.","Himadri Ghosh","REFACTORING_SUGGESTION"
"231157466","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4}

Why we have to do like - ``<Mutedtext>{`${SELLER}`}</Mutedtext>`` ?

Any issue with `<Mutedtext>{SELLER}</Mutedtext>` ?

_NOTE: Every where observing this pattern._","Himadri Ghosh","CODE_SUGGESTION"
"231159344","1469","`border-radius: ${(props) => props.theme.shape.borderRadius + 'px'};`

:point_down:   
`border-radius: ${(props) => props.theme.radius(1)}px;`","Himadri Ghosh","CODE_SUGGESTION"
"231159646","1469","Please don’t hardcode. user `theme.spacing`","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231159676","1469","Please don’t hardcode. user `theme.spacing`","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231159961","1469","**This is not the right way!** we should use any of the typography.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231160812","1469","Rename all variable name as `SETTINGS_<*>` 

e.g

`export const SETTINGS_LOYALTY_ENABLED = 'loyaltyEnabled';`

`export const SETTINGS_SHOW_DELIVERY_DATE = 'showDeliveryDate';`","Himadri Ghosh","CODE_SUGGESTION"
"231164039","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4}  **This not the correct way of changing pages!**   
These are different pages, So, we should follow react-navigation stack way to change in pages.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231164566","1469","Do not hardcode! Please use `theme.radius`;","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231165179","1469","If this is a page, please use `mds/native/Layout` components. We don’t have to define `ScrollView` & `Footer` every page.

_Refer: Checkout Login Page._","Himadri Ghosh","CODE_SUGGESTION"
"231165348","1469","Please do not hardcode! Make use of `theme.spacing`","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231165954","1469","``key={`cartProductItem-${cartItem.id}`}``

:point_down:   
``key={`cart-product-item-${cartItem.id}`}``","Himadri Ghosh","CODE_SUGGESTION"
"231166331","1469","If this is a page, please use `mds/native/Layout` components. this will reduce repeated css in every page.

_Refer: Checkout Login Page._","Himadri Ghosh","REUSE_SUGGESTION"
"231166791","1469","Do not hardcode! Please use `theme.radius`;","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231166832","1469","Do not hardcode! Please use `theme.spacing`;","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231167081","1469","Can we use `Footer` from mds `Layout` here.","Himadri Ghosh","REUSE_SUGGESTION"
"231168130","1469","**Performance impact here!** This network call is within a loop, which is calling for each SKU.

We already have product details with cart query, why we are doing this?","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231168867","1469","`border-radius: ${(props) => props.theme.shape.borderRadius * 12 + 'px'};`

:point_down: 

`border-radius: ${(props) => props.theme.radius(12)}px;`","Himadri Ghosh","CODE_SUGGESTION"
"231169084","1469","`props.theme.spacing` is not correct for `line-height`. Please use typography properties.","Himadri Ghosh","CODE_SUGGESTION"
"231169280","1469","`border-radius: ${(props) => props.theme.shape.borderRadius + 'px'};`

:point_down:   
`border-radius: ${(props) => props.theme.radius(1)}px;`","Himadri Ghosh","CODE_SUGGESTION"
"232436796","1469","**This dependency not required now.** we can get required hooks in `@apollo/client` now.","Himadri Ghosh","CODE_SUGGESTION"
"232436820","1469","**This dependency not required now.** we can import `{ gql }` from `@apollo/client` now.","Himadri Ghosh","CODE_SUGGESTION"
"232684858","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} why `eslint-plugin-prettier` got changed ?

‌

I don’t see version change in `prettier`","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"233863110","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4}   
**This is again a performance issue.** Why we are calling **cartitems** within the cart? This can be call with the cart call itself.

**NOTE: Product screen may have list of products with infinity scroll, think how many times we are calling cart.**  
  
Ref. check the web retailer app code.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"233863239","1469","That’s not the way! **It will hit performance** ","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"233868999","1469","To get `primaryWarehouse` we are doing this same execution in every card.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234571020","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} Let’s remove this file as of now, currently not used.","Himadri Ghosh","REFACTORING_SUGGESTION"
"234604084","1469","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} This PR gone too big now, we should merge this with few conditional refactor later on.   
  
Highlighting few major issues, which we need to right way and raise separate PR,  
  
[https://sprints.zoho.in/team/mobisy#itemdetails/P6/I889](https://sprints.zoho.in/team/mobisy#itemdetails/P6/I889){: data-inline-card='' } 

[https://sprints.zoho.in/team/mobisy#itemdetails/P6/I887](https://sprints.zoho.in/team/mobisy#itemdetails/P6/I887){: data-inline-card='' } 

[https://sprints.zoho.in/team/mobisy#itemdetails/P6/I886](https://sprints.zoho.in/team/mobisy#itemdetails/P6/I886){: data-inline-card='' } 

[https://sprints.zoho.in/team/mobisy#itemdetails/P6/I888](https://sprints.zoho.in/team/mobisy#itemdetails/P6/I888){: data-inline-card='' } ","Himadri Ghosh","LOGISTICS_SUGGESTION"
"231671882","1472","Why we changing button text style in one place, this will break uniformity on button style.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231671996","1472","`Ok` or `Okey` ?","Himadri Ghosh","SPELLING_SUGGESTION"
"231672916","1472","@{5f1ea4d770fb250022a6f5c1} Please put ticket link with PR description.","Himadri Ghosh","LOGISTICS_SUGGESTION"
"231897525","1472","I feel it will be better if you create a minor function, which iterates through all possible values of an enum. This way if center/justified alignment is introduced, you will need to do code changes at one place only.","Rahul Ghosh","LOGICAL_SUGGESTION"
"231898639","1472","The text doesn’t sound/read right, please get it checked with product ","Rahul Ghosh","LOGICAL_SUGGESTION"
"231898715","1472","Space.. why?","Rahul Ghosh","REFACTORING_SUGGESTION"
"231898748","1472","Space again?","Rahul Ghosh","REFACTORING_SUGGESTION"
"231907935","1473","If multiple outlets have the same name, and it’s matching the target value, then which globalOutletId will be stored?","Rahul Ghosh","QUESTIONING"
"231908194","1473","Please remove if it’s not being used","Rahul Ghosh","REFACTORING_SUGGESTION"
"231908292","1473","please use camelCasing for the variables","Rahul Ghosh","SPELLING_SUGGESTION"
"233365000","1473","Why is the default `outlets[0]`?","Rahul Ghosh","QUESTIONING"
"233365538","1473","Why the spacing in here and in the outlets name?","Rahul Ghosh","REFACTORING_SUGGESTION"
"234614268","1473","What you are trying to do here? Why `substring(18)` ? This not the right way taking `currentOutletId`?   
  
NOTE: **What if tomorrow url changes!**

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"167103870","1474","@{5d4aae425b8ea70c7e4f400a} Please add update query. Don’t modify insert query.otherwise it will create new entry in widget'_types table.","Ashish Kumar","BUGGYCODE_SUGGESTION"
"232219872","1474","@{5ffc28ed208dbf0107da7ae3} There is some ui issue, please refer the below screen sort :point_down: 

![](https://bitbucket.org/repo/R9RbkLL/images/1420758012-Screenshot%202021-06-23%20at%202.27.19%20PM.png)
‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"232233038","1474","@{5ffc28ed208dbf0107da7ae3} I have pushed one commit in this PR, please review this should solve ui issues.","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"231921230","1475","Please follow camelCasing","Rahul Ghosh","SPELLING_SUGGESTION"
"231921514","1475","Why slice is required? Why aren’t you considering all the join types?","Rahul Ghosh","QUESTIONING"
"231921907","1475","@{5f1ea4d770fb250022a6f5c1} If we are putting same style everywhere, why we are not creating a component called CustomTextField for override the styles and reuse it everywhere.

**In future, if we get some other customisation we have to change every file again.**","Himadri Ghosh","CODE_SUGGESTION"
"231957583","1475","I feel that onChange='{onChangeField'} should be appropriate","Rahul Ghosh","CODE_SUGGESTION"
"231958153","1475","@{5f1ea4d770fb250022a6f5c1} Design looks a bit odd, but this is the product call. 

I understand the point for your changes","Rahul Ghosh","LOGICAL_SUGGESTION"
"231958482","1475","Please check whether Button Api, has a start icon or not. If so you can use that","Rahul Ghosh","REUSE_SUGGESTION"
"232005473","1475","@{5f1ea4d770fb250022a6f5c1} This is not a generic component. It should contain the style override everything else should be as before.

For your reference,

```
import React from 'react';

import { withStyles } from '@material-ui/core/styles';
import TextField from '@material-ui/core/TextField';

const CustomTextField = withStyles(({ typography }) => ({
  input: {
    fontSize: typography.fontSize
  },
}))(TextField);

export default CustomTextField;
```

Custom component should have only above code.

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"232006445","1475","@{5f1ea4d770fb250022a6f5c1} If Done, why we have kept `input` in styles?","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"232006678","1475","Why we have not reused `CustomTextField` here?","Himadri Ghosh","REUSE_SUGGESTION"
"232006980","1475","We should not create our own props. It should same props as TextField has","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"232007514","1475","@{5f1ea4d770fb250022a6f5c1} Can’t we pass `CustomTextField` here? We shouldn’t pass `InputLabelProps` to autocomplete. Even we don’t need to pass any `InputLabelProps` because `CustomTextField` already override the styles","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"231998083","1476","@{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} , please check this change for !important part. I’m okay for the remaining changes in the PR","Rahul Ghosh","CODE_SUGGESTION"
"167421537","1480","Is there any functional issue due to this? If not, then a proper fix w/o such INACTIVE filter should be done. If we have usecases where INACTIVE mappings are needed then we need `@EntityGraph` else a normal `@Where` annotation would suffice.","Amitabh Mehra","BUGGYCODE_SUGGESTION"
"232244807","1482","Why are there css changes? The ticket doesn’t mention anything","Rahul Ghosh","QUESTIONING"
"232301462","1482","Why is this removed?","Rahul Ghosh","QUESTIONING"
"168198427","1483","why are we processing only PENDING ocm entries? You should be fetching the ocm mapping for the given guid and company '(from the event') and:

 If it exists, mark the status to whatever is incoming from the event. 

If not present in ocm && event is ASSOC, then add an entry

Do you see any issue with the above approach?","Amitabh Mehra","LOGICAL_SUGGESTION"
"168198632","1483","why is `91` being handled separately?","Amitabh Mehra","QUESTIONING"
"168199062","1483","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} then should it not be `StringUtils.isNotEmpty(dialCode) ? dialCode : ”91”`?","Amitabh Mehra","CODE_SUGGESTION"
"168201327","1483","in disassoc - you will not be creating the record. You should be marking it inactive ONLY if the record already exists.","Amitabh Mehra","BUGGYCODE_SUGGESTION"
"168841107","1483","no point in throwing this .. an error msg is good enough. There is no caller to this.","Amitabh Mehra","LOGICAL_SUGGESTION"
"168841943","1483","is there any need to set globalOutletId here? It seems this api is handling only the records where guid matched.","Amitabh Mehra","QUESTIONING"
"232675373","1483","Is the full stop required?","Rahul Ghosh","QUESTIONING"
"232675468","1483","What about the error?","Rahul Ghosh","QUESTIONING"
"232675682","1483","@{5ffc28ed208dbf0107da7ae3} , one suggestion for infinite scroll. Keep the loader component at the bottom of the page instead of the top","Rahul Ghosh","LOGICAL_SUGGESTION"
"232698204","1483","`BlankSlate` takes children, which we can have the action button,

Ref. **NoConnection.jsx** component","Himadri Ghosh","CODE_SUGGESTION"
"232698514","1483","Use `<React.Fragment>` instead of `<>`","Himadri Ghosh","CODE_SUGGESTION"
"232698698","1483","This might block the user to go to other page. Please check what happens when we have an error","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"232728773","1483","@{5ffc28ed208dbf0107da7ae3} it matters for readability. So, I want to make a standard. ","Himadri Ghosh","REFACTORING_SUGGESTION"
"233027768","1483","@{5ffc28ed208dbf0107da7ae3} Same here. Use `<React.Fragment>` instead of `<>`","Himadri Ghosh","CODE_SUGGESTION"
"232529751","1484","If there is a value from getSimilarHiddenProjection, then do we need a default?

Also hasn’t flow shown an error, where you have an empty object, and are trying to get the alias part of something that’s not there","Rahul Ghosh","CODE_SUGGESTION"
"232675008","1484","Is the space required?","Rahul Ghosh","REFACTORING_SUGGESTION"
"232686361","1484","To just add a vertical padding we have created a button, is it useful?

When we customise button component, it should be override the button default styles, not what should be around the button.","Himadri Ghosh","LOGICAL_SUGGESTION"
"232687265","1484","Cleanup please.","Himadri Ghosh","REFACTORING_SUGGESTION"
"232522786","1485","What is the violation that’s happening? Is this the list part of dashboard?","Rahul Ghosh","QUESTIONING"
"168000612","1486","kindly make the same changes here too.","Tarun Jain","COMPLETENESS_SUGGESTION"
"233531661","1492","This is wrong. you are checking for the string type includes, and you are putting an array for default.

Please use the correct things","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"233672166","1492","is this an array as well?","Rahul Ghosh","QUESTIONING"
"233778660","1493","This is the third `useEffect` in this file, going forward we may have stability issue here.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234341706","1497","Why is this extra check required?","Rahul Ghosh","QUESTIONING"
"234341857","1497","So if you have a newValue, then you are not using it anywhere in the function? Why do you require this?","Rahul Ghosh","REFACTORING_SUGGESTION"
"234342168","1497","Your variable name is in positive sense, but your check/condition is in the negative sense. Please make it clear.

use something like `const isFieldAndComparisonTypePresent = tempComparisonModel[] || tempComparisonModel[]`, the brackets indicate the key inside.","Rahul Ghosh","CODE_SUGGESTION"
"234342188","1497","Why are we starting validation with true?","Rahul Ghosh","QUESTIONING"
"234342592","1497","Please write the reverse way of this. Code will be hard to read for people in future.","Rahul Ghosh","CODE_SUGGESTION"
"234342787","1497","less than what?","Rahul Ghosh","QUESTIONING"
"234381887","1497","@{5f1ea4d770fb250022a6f5c1} , pre-approving this PR on my end. Looks like you have only string changes, once you confirm with the product.

Validations looks good as well","Rahul Ghosh","COMPLETENESS_SUGGESTION"
"169227824","1501","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} sir, Comparision model supported reports are breaking with the new changes.","Ashish Kumar","BUGGYCODE_SUGGESTION"
"234871159","1510","Why this space?","Himadri Ghosh","REFACTORING_SUGGESTION"
"234880318","1510","We will not hardcode like this!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234880780","1510","What we are trying to do there? Not recommended assigning `window.location.href` directly.","Himadri Ghosh","CODE_SUGGESTION"
"234880978","1510","`color=""black""` ?","Himadri Ghosh","QUESTIONING"
"234885666","1510","We will not do this!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234886041","1510","* We will not hardcode and make input styled input for one place.
* color hardcoded here.
* spacing hardcoded here

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234886299","1510","nope! we will not do like this!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234886409","1510","nope! we will hardcode color like these!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234886728","1510","inline styles! we will not do this!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234887310","1510","This is not a component! it’s a utils helper I believe.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"234888844","1510","Why is refetchQuery required like this? I thought the main idea was to remove the dashboard from the cache.

Please explain, if I’m missing something","Rahul Ghosh","QUESTIONING"
"234889178","1510","Where exactly is the classes being used here?","Rahul Ghosh","QUESTIONING"
"234889901","1510","Why the span is required?","Rahul Ghosh","QUESTIONING"
"234890453","1510","Do we need the space after Dashboards or Reports?","Rahul Ghosh","QUESTIONING"
"234890543","1510","Please don’t use inline styling","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"234891032","1510","Why is this required?","Rahul Ghosh","QUESTIONING"
"235058582","1510","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} use theme object to get white color, it must be there already.","Himadri Ghosh","REUSE_SUGGESTION"
"235059996","1510","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} Using history of `react-router-dom`. You can checkout other places in the code base.","Himadri Ghosh","CODE_SUGGESTION"
"235060133","1510","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} That’s not the way, Texts should be always inside typography. Check other places how we have done.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"235060336","1510","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} Use available color palette in theme object.","Himadri Ghosh","REUSE_SUGGESTION"
"234887716","1511","Can we remove the console, if not required?","Rahul Ghosh","REFACTORING_SUGGESTION"
"234887810","1511","why is the variable address1?","Rahul Ghosh","SPELLING_SUGGESTION"
"234891902","1511","@{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} , PR looks good. I don’t have access to the ticket, that’s why I can’t check the contract. @{5d4aae425b8ea70c7e4f400a} , maybe some light can be shed here.

Approving the PR","Rahul Ghosh","Encouragement"
"238908970","1512","we have discussed to make similar structure. why we are not doing this?

Otherwise we are writing if-else in every function.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"238964778","1512","@{5f1ea4d770fb250022a6f5c1}   
  
Every-time action we are converting structure from **Linked List => Array** and **vice-versa**. So we are using **tree for doing operation** and **array for displaying** component purpose.

If I understand it correctly, we are trying to use LinkedList structure to optimise iterations and performance. As per above execution, are we really achieving our goal? Is it not costing us more?","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"238966399","1512","Instead of two operations, if we update the current node value with `DEFAULT_JOIN`, would that not solve our problem.

OR if we can have a `replace()` function?","Himadri Ghosh","CODE_SUGGESTION"
"238967601","1512","* check function naming please
* instead of specific validation function, please have one common validation function

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"239148367","1512","@{5f1ea4d770fb250022a6f5c1} Did you check this comment?","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"239154498","1512","@{5f1ea4d770fb250022a6f5c1}    
  
I am not convinced with the approach we took here. As we are projecting we have solved this using **Doubly  LinkedList** approach to **optimise complexity**. But here what we are doing more iteration than simple **Array** implementation. Also we are switching between **LinkedList <=> Array** in every single action.

Now we are playing with less number of items '(i.e. Joins') now we are not observing much difference here. Even if we play with 50 joins '(that's a huge number I believe for this case') we won't observe much of a difference there. So, Please discuss and take opinion from @{5ba9f12799f8c8584576cbe3} @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} @{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} & others as well and proceed.

_**Note: Please make sure there is no other change except re-arrange in this PR**_","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"237032727","1516","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} if we don’t need this, can we remove commented code?","Himadri Ghosh","REFACTORING_SUGGESTION"
"237033234","1516","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} don’t use only index as key, try to create unique string with company id and all.  
  
Suppose there is another loop in the same page. and developer don’t check the already written loops key.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"237034852","1517","Why is the default value an empty object?","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"237295780","1518","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} Please write everything into sentence pattern in strings file. If we have to uppercase / lowercase then we should do it in css label.   
  
Otherwise if we need the same string other places then we have keep duplicate strings in this file and translate it to multiple time for the same strings.

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"237296152","1518","If we don’t need it then we can remove it right now.","Himadri Ghosh","REFACTORING_SUGGESTION"
"237529464","1518","`export const ORDER_ID = 'Order ID'`  
OR  
`export const ID = 'ID'`  
  
which one we need?","Himadri Ghosh","QUESTIONING"
"237550024","1518","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} why we are taking only one order? if we are sorting the list we can show all recent orders.","Himadri Ghosh","LOGICAL_SUGGESTION"
"237550445","1518","This will look like complete order is ID1234. Can we keep it Order ID: 1234","Himadri Ghosh","LOGICAL_SUGGESTION"
"237550921","1518","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} Check the below screen sort,

![](https://bitbucket.org/repo/R9RbkLL/images/388263222-Screenshot%202021-07-21%20at%2012.54.30%20PM.png)
‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"237551871","1518","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} Not able to chick the order card. So, can’t go to order details page.

Please check this issue.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"237552158","1518","@{557058:9a4e327a-38f7-4356-b7e2-d1924d1ed5e4} Please remove `DELIVERY_BY` string from here, we are showing the date when order is placed. So giving wrong impression.","Himadri Ghosh","CODE_SUGGESTION"
"237791580","1518","There are few issue & enhancement we need to take care.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"237547320","1519","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Please have a look that, image should fix into the row properly.","Anirudh Malode","BUGGYCODE_SUGGESTION"
"169465048","1520","Shouldn’t this be mandatory?","Rahul Ghosh","QUESTIONING"
"169798059","1521","I think id column already exists in the BaseEntityRetailer. Please remove from here if it exists in parent class.","Amitabh Mehra","CODE_SUGGESTION"
"169798216","1521","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}  - i hope you have checked the batchjobs and consumers to verify that any call doesnt fail due to audit columns '(security context might not be present in these entry points and the hibernate audit would fail in that case')

‌","Amitabh Mehra","COMPLETENESS_SUGGESTION"
"238050786","1522","@{557058:b9557086-1e7e-44c9-9383-1c4bb5904f76} as discussed following are the observations.

1. Please see if versions can be enforced using the json rather than lock
2. Try multiple commits with one each of the profile
3. Add superm profile for iOS similar to what is present in Android
4. Please try to refactor the scripts to use platform as parameter rather than maintaining individual scripts per platform
5. Check on the usage of environment variable for the app name

Do let me know if any further discussion is needed.

‌","Aravinda PR (External)","COMPLETENESS_SUGGESTION"
"238015454","1523","Please check with product about the error message","Rahul Ghosh","LOGICAL_SUGGESTION"
"238016095","1523","When you open a fresh diy page, you immediately show the error message. Even if I’m clicking on the delete icon, the card is not getting removed from the screen.

Please check this scenario once.","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"238362205","1523","PLEASE'_FILL'_VALUES","Rahul Ghosh","SPELLING_SUGGESTION"
"238362540","1523","I feel this is a bad way of checking whether an error is present, because I see too many string value. A simpler way would be to do it boolean style","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"238362685","1523","Please'_Fill'_Values '(all caps')","Rahul Ghosh","SPELLING_SUGGESTION"
"238363635","1523","@{5f1ea4d770fb250022a6f5c1} Have you checked the spelling of the variables?","Rahul Ghosh","SPELLING_SUGGESTION"
"238362783","1525","Why the `~`?","Rahul Ghosh","QUESTIONING"
"238362842","1525","I think you need comma in the graphql method","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"238658523","1529","Typography doesn’t have onDoubleClick property, where is it coming from?","Rahul Ghosh","CODE_SUGGESTION"
"238659696","1529","no need to create this much of style. Just using Box with align → left should work here.","Anirudh Malode","CODE_SUGGESTION"
"238660728","1529","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} You have to use Typography itself. But, Wrap it with Box & do align=”left”. And, remove class from Typography.","Anirudh Malode","CODE_SUGGESTION"
"238662983","1529","PR looks good to me. If Anirudh’s suggestion can be implemented, then well and good. Pre-approving it","Rahul Ghosh","COMPLETENESS_SUGGESTION"
"238678777","1530","Why don’t you use filter directly?","Rahul Ghosh","CODE_SUGGESTION"
"169799216","1532","why are we adding this col in audit table as well? Can it not be picked from the parent notification table?","Amitabh Mehra","CODE_SUGGESTION"
"169799329","1532","this should be part of parent table i guess.","Amitabh Mehra","LOGICAL_SUGGESTION"
"169806588","1532","will this have an impact on other places where same object is being used?","Amitabh Mehra","QUESTIONING"
"239409912","1538","Why the space?","Rahul Ghosh","REFACTORING_SUGGESTION"
"239410004","1538","Why the space?","Rahul Ghosh","REFACTORING_SUGGESTION"
"239410258","1539","Error message?","Rahul Ghosh","REFACTORING_SUGGESTION"
"239753672","1539","As discussed, please update the PR with the comment, as to why these changes are necessary

It’s not an obvious flow, which people will understand. So some context would be required. Pre-approving the PR, as changes explained looks good to me.

‌","Rahul Ghosh","DOCUMENTATION_SUGGESTION"
"170087387","1540","This comment should be present just before line 536 as it is describing about the function getLoyalty'(').","Minal Patil","LOGICAL_SUGGESTION"
"170109152","1543","you are already in settings object. 

`quantitySetting` => `showQuantity` / `quantityOption` '(something like this looks good')

‌","Himadri Ghosh","CODE_SUGGESTION"
"240233872","1545","@{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2} Please try className='{fabClasses.fabButton'} instead of `classes={{ root: fabClasses.fabButton }}` → I guess it should work.","Anirudh Malode","CODE_SUGGESTION"
"240237307","1545","you can pass the isLargeScreenSize'(') result to the useStyles. Like follows:-

‌

```javascript
fabButton:{
  bottom: (props)=> props.isLargeScreen ? spacing(2): spacing(8)
}


const classes = useStyles({isLargeScreen: isLargeScreenSize()})
```

‌","Rahul Ghosh","CODE_SUGGESTION"
