commentText	commentClassification
this shouldn t be there it should be in a separate constant	buggycode suggestion
condition not required	buggycode suggestion
condition not required if you are doing the next line	buggycode suggestion
are you getting white space wrapped values .gst here ?	questioning
why ?	questioning
a ! of projection field and projection alias can suffice no ?	code suggestion
this looks to me a revert of some changes . why such changes ?	questioning
also the changes here will reflect in all pages . please test it out thoroughly before making such changes .	buggycode suggestion
can t we use extras .spacing .bystep spacing here ?	code suggestion
why this change ? selection key will contain the last state of the joins within the dialog component .	code suggestion
 f ea d fb a f c that s the default behaviour . what s the expected behaviour by the product ?	questioning
 f ea d fb a f c okay then do onselection applied 	code suggestion
at this level can we do a useexplicitapply function ? similar to what is there in joins ?	code suggestion
why is this ?	questioning
i hope you have checked this functionality thoroughly	completeness suggestion
i hope you have checked all the validations regarding this .	completeness suggestion
can you handle this in the columnpropertiesdialog component itself ? you are already passing the type there	code suggestion
why don t you just take currentprojections ?	logical suggestion
why are you using selectedprojections here ?	questioning
even if selectedprojections is empty this will always be considered even though projections are non empty . please handle this	buggycode suggestion
so when we are editing the widget where is the source of projection coming from ?	questioning
 b e e c c bb f please provide implementation documentation link for this .	logistics suggestion
 b e e c c bb f please provide implementation documentation link for this .	logistics suggestion
spellig mistake companies statusontop .length 	spelling suggestion
spellig mistake companies statusontop .length 	spelling suggestion
please explain what is the purpose of this paper	questioning
if not needed please remove commented code in all components	refactoring suggestion
keep this into the function not using anywhere	code suggestion
remove overlay overlaytext classes as these are not used anywhere .	code suggestion
keep these variables at function level	code suggestion
remove commented code	refactoring suggestion
why is this deleted ?	questioning
why is this removed ?	questioning
 a c bb c ee ca f ffc ed dbf da ae did you make this change recently ? if so has this been tested ?	questioning
 b be b a ce a fd wasnt there some issue with this approach ?	buggycode suggestion
 f ea d fb a f c why can t we re use or modify this one ?	questioning
 f ea d fb a f c you will be applying it based on selectedfilters and supportedfilters . these are your sources . you can use these two and show the filter	code suggestion
from backend this will be a list non optional	buggycode suggestion
 f ea d fb a f c please check for all the filters i think some cases are definitely not working . plus please check with product team regarding the wordings	buggycode suggestion
that is fine when i apply userhierarchy on some widgets then that also fails . even though it s there in supported filter . widget trend of mbo	buggycode suggestion
you can directly return you re not using the temporary variables .	code suggestion
you can use map instead of reduce	code suggestion
looks good to me . we will have to do the backend changes accordingly for this	completeness suggestion
 should not be the default value	buggycode suggestion
will fail in production . table id is different there	buggycode suggestion
please mark a todo here for the chart type	completeness suggestion
okay later on we have to enhance this in such a way that only on table selection or alias writing the fetch configurations is called . right now it calls even if you select the type of join or select the join parent keys extra calls . please keep this into consideration	completeness suggestion
why are we doing this part ? once base table gets updated and you go to main playground level the fetchconfigurations will be called due to changes in basetable object so it should automatically update . if not there might be a bug at the lower level .	code suggestion
this will fail when we change the base table type	buggycode suggestion
spelling	spelling suggestion
why are we doing this ? also what will this return ?	questioning
 f ea d fb a f c i have one suggestion . can we integrate table selector dialog to playground just as we have integrated it in the subqueryplayground level ? i feel this issue will be solved . please check by creating multiple level subquery as a basetable	logical suggestion
shouldnt this be sending back the linked account details for each retailer warehouse combo ?	buggycode suggestion
should this not be find link or something else more appropriate ? you are not sending contact as response . merging in payment branch . but plz change it .	completeness suggestion
looksfine to me . merge it after backend changes being applied .	completeness suggestion
have you tested for update and remove permission container ?	questioning
please guard against this . also did not understand why you need to subquery ka projections here ?	questioning
why are you setting the projections here ? please explain .	questioning
you can use .some 	code suggestion
 f ea d fb a f c if i have edited the basetable to a simple table . how will this work ?	buggycode suggestion
 f ea d fb a f c i don t think cross checking is required once you change the subquery table then when you go back to playground level a new call is made . your source of truth will be updated . now if your source of truth does not contain the old projection then it will not show ? shouldn t this be the scenario ? please check against this . this would remove unnecessary adding to the projections .	completeness suggestion
 f ea d fb a f c on changing the subquery table your source of truth will be updated . now if your updated source of truth does not contain this old projection will it show up ?	questioning
there is one more bug in this . when you change the alias the projections do disappear but the json is not updated . please check against that	buggycode suggestion
we should be getting the level in condition card popover use that	code suggestion
i just checked this should be hour minute and second	buggycode suggestion
why do you need this ? as far as i remember if you don t supply the values here then it will add all by default . this is just extra work	questioning
should we remove this file ? b f d a f da c 	completeness suggestion
keep a variable and compare only the variable . don t construct on each iteration	buggycode suggestion
what was the problem caused earlier ?	questioning
 id image upload option id id return image returnitem .id 	code suggestion
 trans add product trans 	code suggestion
 params ?filename params 	code suggestion
 export const delete url string params string 	code suggestion
 add product 	code suggestion
 returnproductimage note change component and filename	code suggestion
please add loader until queryreturncart completes	code suggestion
what we need to do here ?	questioning
there is no rest called remove please rename it as delete .	spelling suggestion
have you tried this ? when you have or more nested projections your alias at the top level will keep changing the moment you select a new field . do you want that behaviour ?	logical suggestion
merge this after demo we will remove this hard coded stuff after demo this should not go in dev branch it was meant for release demoforastral branch only . but since we found a bugfix in retailer module test case we have to fix it in release branch .	completeness suggestion
 ffc ed dbf da ae is this changes are related with current story ticket ?	questioning
need to correct the variable name here . 	spelling suggestion
function name should camelcase !	spelling suggestion
function name should be in camelcase 	spelling suggestion
inline css are recommended . please use styles .	refactoring suggestion
inline css are recommended . please use styles .	refactoring suggestion
inline css are recommended . please use styles .	refactoring suggestion
 ffc ed dbf da ae we can rename it as const showassignedstatus setshowassignedstatus usestate false 	code suggestion
please clean up ?	refactoring suggestion
clean up !	refactoring suggestion
 const usergridselect setusergridselect usestate point down const usergridselect setusergridselect usestate 	code suggestion
why changing this ?	questioning
 ffc ed dbf da ae why changes this ? production will not work !	buggycode suggestion
why do we need this ?	questioning
only value right ?	questioning
only value am i correct ?	questioning
why are ids hardcoded here ? how will work in prod ?	buggycode suggestion
check the wording with product team once .	spelling suggestion
i would suggest that we keep a wrapper component and develop certain api s function so that this change will be abstracted out . please let me know if you did not understand .	logical suggestion
all these function and extra functions can be written in the new class	refactoring suggestion
keep an array list with table as default . based on the conditions add it to the list	code suggestion
you should set it to none actually . null is mainly for backward compatibility	buggycode suggestion
 .some 	code suggestion
 b e e c c bb f i m approving this pr . this looks good to me . i want you to check it once	completeness suggestion
in the order status can the notpaid be changed to not paid ?	spelling suggestion
shouldn t your useeffect take into the consideration for issqlerror ?	buggycode suggestion
 f ea d fb a f c why will it not work ?	questioning
i have rebased and updated the branch with a ping pong query	logistics suggestion
 e a b fe a c ad c please check these warehousebalancedetails globaloutletid id ! companyid id ! warehouseids id warehousebalancedetails ! warehousebankdetails companyid id ! warehouseids id ! ! globaloutletid id ! warehousebankdetails ! 	code suggestion
we probably don t need an accordion here .	logical suggestion
not required . check with design once but i feel that you don t need an accordion here .	logical suggestion
check with design once whether we need the accordion	logical suggestion
you can probably get a formik version of this	reuse suggestion
remove this	refactoring suggestion
if none of these are available you can set it to the default values until you get the result from the server	code suggestion
 const selectall setselectall usestate 	code suggestion
 const usergrids . . . 	code suggestion
clean up please	refactoring suggestion
 checked object .keys checkbox .length checkbox .hasownproperty id element .userid 	code suggestion
can t we do like this key some name id 	code suggestion
for example muitablerow key some name element .userid element .gridid 	code suggestion
 usergrids .map usergrids . . . 	code suggestion
 const handletoggleselectall event if event .target .checked const users object .keys grids .reduce arr id if !grids id .selected return arr return . . .arr . . .grids id .usergridstatusdata .map userid status gridid id userid userid .tostring status setusergridselect . . .usergridselect . . .users setselectall users .reduce acc userid gridid . . .acc gridid userid else setusergridselect setselectall 	code suggestion
 const offset setoffset usestate 	code suggestion
 const paginate setpaginate usestate false 	code suggestion
clean up !	refactoring suggestion
clean up ?	refactoring suggestion
 const paginate setpaginate usestate false 	code suggestion
clean up ?	refactoring suggestion
why is this a field ?	questioning
do these need to be removed ? also why not private ? 	questioning
this is not correct not thread safe . please fix this .	buggycode suggestion
same issue about access modifier thread safety .	buggycode suggestion
plz indent properly . dont understand why this method is needed .	refactoring suggestion
why should the key be string type ?	questioning
 d aae b ea c e f a if this the class field for request coming in parallel for companies in diff retailer dbs how will this work ?	buggycode suggestion
why do we need this set ?	questioning
why is this needed ?	questioning
not needed .	logical suggestion
i had told you to add a bypass in the app context filter . you dont need a if check here .	buggycode suggestion
we had decided on a hashset of urls to bypass the setting of appcontext . this needs to be changed .	buggycode suggestion
we dont need synchronized . make the map as concurrenthashmap	buggycode suggestion
all these should be made local variables if they cannot be initialized as static final . these will not be thread safe and concurrent requests to same widget will over write each other values . please make changes in both the widgets . add them to the context map and then pass them around wherever needed or create a model class for this i would prefer model class .	buggycode suggestion
can u not set the multibrandretailerschema in the widgetdatafetchercontext instead of setting individual params ?	code suggestion
since every where we are using the ocm as table record the model should be encapsulating the same . the retailerutils should be setting this appropriately . if you use it in current form what are you gaining by this model object apart from single call to retailer utils ?	questioning
please make other maps as concurrenthashmap . this was a miss from my end .	code suggestion
looks good to me . but i m not going to merge this pr right now . i ll check with the qa team regarding the issue on dev env .	logistics suggestion
please remove if not required	refactoring suggestion
what is the logic behind this ?	questioning
this can be removed	refactoring suggestion
is this done ?	questioning
comment required ?	questioning
can remove this	refactoring suggestion
can remove the below comments	refactoring suggestion
can remove ?	questioning
we can remove this	refactoring suggestion
please remove if not required	refactoring suggestion
we can remove this ?	questioning
this should have name of retailer from whom the payment is being received as well as the amount . if there are invoice ids that might be need too check with parthiv on the exact text .	logical suggestion
why only indian numbers ? we can send a dial code and that should work fine .	logical suggestion
why is it indented differently ? any change from the shared setting file ?	questioning
this changes are not required please revert .	buggycode suggestion
this changes are not required please revert .	buggycode suggestion
this changes are not required please revert .	buggycode suggestion
this changes are not required please revert .	buggycode suggestion
this changes are not required please revert .	buggycode suggestion
any purpose we have moved this function inside component ?	questioning
why we have commented this ?	questioning
why change const to let here ?	code suggestion
why this file changed ?	questioning
any reason to move getgrids function inside actiondialog component ?	questioning
put the ticket here .	logistics suggestion
if we are not using this props then we can remove .	refactoring suggestion
if adding description is not required as per current requirement then please remove this state and cleanup all usage .	refactoring suggestion
i think based on our discussion we probably need to get it to a dialog instead of opening a snackbar . fb f df c f please check and update accordingly .	logical suggestion
please rename this	spelling suggestion
instead of hardcoding this value and doing string match we should create const of options i .e . const download options label summarized data value label underlying raw data value keep the value in state const value setvalue usestate download options .value 	code suggestion
need to rename it const query widget downloads gql . . 	code suggestion
i think this dependency look up is not required now	logical suggestion
need to rename const downloadoption setdownloadoption usestate . . . 	code suggestion
i think now every time we are download file . so check if this argument is really required .	code suggestion
 const downloadvalue setdownloadvalue usestate download options .value 	code suggestion
key download option v .value 	code suggestion
 const handleexport . . . 	code suggestion
 then data if data data .downloadwidgetdata data .downloadwidgetdata .downloadfilename 	code suggestion
 const downloadfile filename . . . 	code suggestion
why have we removed the analytics app ? is it not in use anymore ?	questioning
i think we need to enhance this errorlink . we have seen enough errors in pwa app and can build it better here	completeness suggestion
spelling okay or ok 	spelling suggestion
let s define this in a constants file	buggycode suggestion
should we have the service worker handler here ? or is it not required ?	questioning
should this be coming up in the pr request ?	questioning
what is the current issue with this ?	questioning
 b e e c c bb f i have reviewed all the code except for android and ios part of react native . i do not currently understand those . otherwise looks good to me code wise and the explanations given . approving it on my side . please post the necessary links to make the upgrades so that other developers do not have a problem .	documentation suggestion
 e a b fe a c ad c please remove semicolon 	refactoring suggestion
 e a b fe a c ad c if you can t keep comments in package .json file . please add some comment on this pr about what we read and with issues links .	documentation suggestion
i think we have some variables for black can we make use of that .	reuse suggestion
i hope this old comment does these still exists ?	questioning
 react grid layout . . keep the exact dependency so that it doesn t upgrade unknowingly anytime in other new developers system .	code suggestion
which file we need this ? bizom next package .json or packages pwa app package .json ? 	questioning
if we are using then for cleaning the config . we don t do any cleanup on error of remove widget . so . we can remove the catch block here . 	code suggestion
remove this line . someone might uncomment it in future unknowingly . keep this comment on removed line here .	refactoring suggestion
if we have only helper function here then rename it as camelcase i .e . layoututils .js pascalcase filename is for components jsx .	spelling suggestion
please check that the column size is sufficient to handle this entry .	buggycode suggestion
what would be the price if none of them are present ?	questioning
none of these calculations are required any more ? what changed ?	questioning
 b e e c c bb f so i saw the graphql request a number will be present which is given from backend . however in case it s not there . . then i guess we can use na . instead of . also worst case this can be disabled . so that no one can buy unless it has some value . for free product i believe a flag comes from backend so this should not cause confusion	logical suggestion
 b e e c c bb f okay i remember they were used for the cart and product list page to show the offers if any . if the flow changed then all good	completeness suggestion
let s log it at least ? b e e c c bb f any suggestions other than console ?	questioning
 fb f df c f beyond console i m not sure of any .	spelling suggestion
please check the spelling of this .	spelling suggestion
 fb f df c f this is spelling mistake please put dismissable here . i have checked in snackbarcontext but this prop is not used anywhere in snackbar . fb f df c f please check from your end in snackbarcontext for this dismissable prop .	spelling suggestion
 fb f df c f please check if this dialog is going to use in near future . if not you can remove this component .	refactoring suggestion
 need to clean up this . fb f df c f e a b fe a c ad c we don t need to handle try catch like this even we have not handled anything . if we want to handled anything in while download there is already promise call back in widgetdatacontainer .jsx in this line code ref . return client .mutate mutation trigger download variables . . . .then res handle resolve .catch handle reject 	code suggestion
 fb f df c f f ea d fb a f c please clean up useless code and keep in the same commit pr . we can always revert and bring back if we need in future . that way we will keep our code base clean .	refactoring suggestion
 d acaf d bc as discussed please figure out why this was working for line chart and column chart even when the key was not being sent from backend . once you confirm with a c bb c ee ca f or b e e c c bb f we can merge this . this will help identify if there is any ui bug too . 	completeness suggestion
 aaf e a d e b c d d db all other components like line column chart are defined by highcharts library and they handle drilldown in their own way table is something we are handling on our own and in this we are honouring hidden key for drilldown which is available for all other widgets except this one i hope this clarifies your doubt .	logical suggestion
why new txn ? do we even need a txn here ? i dont see any db interaction here .	buggycode suggestion
why a separate txn ? isn t being called from the same class method which already has a txn boundary ?	buggycode suggestion
 aaf e a d e b c d d db please rebase this with master branch . also did you test out the edit widget through url ?	completeness suggestion
what is the default value of the source ?	questioning
 ffc ed dbf da ae please check below points . please add tickets here . . this pr has conflicts please resolve them . 	logistics suggestion
remove the space	refactoring suggestion
please don t use inline styling	refactoring suggestion
please fix the spelling	spelling suggestion
camelcasing	spelling suggestion
 export const ledgers ledgers 	code suggestion
even for mobile view desktop view ?	questioning
 onclick handleclick 	code suggestion
remove inline styling	buggycode suggestion
 flow 	code suggestion
also it should like this company id companyid company outlet id companyoutletid 	code suggestion
why hardcoding required based on view port width ?	questioning
no inline or props css . please use classes .xyz 	buggycode suggestion
here also we shouldn t add css props like this please use classes .xyz 	code suggestion
keep this outside of this component as constant const currencysign also keep some comment why we are hardcoding it in case of unmapped companies .	buggycode suggestion
naming should understandable this name looks like a function name rather a response data . data companyinvoices 	spelling suggestion
don t need ? please cleanup	refactoring suggestion
please cleanup	refactoring suggestion
use constant variable please .	buggycode suggestion
use constant variable please	buggycode suggestion
use constant variable please	buggycode suggestion
if we don t need this please cleanup	refactoring suggestion
please use constant variable	buggycode suggestion
please use the variable	buggycode suggestion
camelcase	spelling suggestion
please clean up	refactoring suggestion
are these specific browser changes ? if so why ?	questioning
spelling and camelcasing	spelling suggestion
please use a variable for this . otherwise to the other developers it won t be clear why the number	buggycode suggestion
please remove if not required	refactoring suggestion
 ffc ed dbf da ae i think we don t need a drawer menu in this use case .	logical suggestion
 ffc ed dbf da ae string variable name should me same as the actual string . check other variables how it s done . also string should be this select companies to see details 	spelling suggestion
 ffc ed dbf da ae don t see any use of these changes !	buggycode suggestion
 ffc ed dbf da ae please rename this file as ledgers .jsx 	spelling suggestion
hardcoded colors and css are not allowed . please use theme . note same as below lines . 	buggycode suggestion
 ffc ed dbf da ae what is the use of this state variable i don t understand ? ? ?	questioning
does this code ever executes !	buggycode suggestion
 ffc ed dbf da ae why need another state do this ? what s the issue you are getting here ?	questioning
why width and height props are required can t set in classes .img styles	code suggestion
 ffc ed dbf da ae hardcoded strings are not acceptable multilingual will not work . please go through other codes . 	buggycode suggestion
hardcoded strings are not acceptable .	buggycode suggestion
hardcoded strings are not acceptable .	buggycode suggestion
 ffc ed dbf da ae useless codes	buggycode suggestion
 e a b fe a c ad c it s correct . passing argument here . ffc ed dbf da ae please take care of variable naming mentioned above .	spelling suggestion
 ffc ed dbf da ae please take care between singular and plural naming . const companyoutlets unmappedcompanyoutlets as you can see below you are looping through the array so normally it variable name should be companyoutlets .	spelling suggestion
 ffc ed dbf da ae please take care of variable naming . companyoutlets .map companyoutlet index 	spelling suggestion
 ffc ed dbf da ae is there any use of this empty tag ?	questioning
 ffc ed dbf da ae first point index shouldn t be key any key use unique key in an object with understandable strings like below key unmapped companies list c .companyid second when we are doing loop only first tags needs key prop i see here first tag is empty second tag div and third tag card has key .	code suggestion
what about this paddingleft props props .status invoice status .pending ? spacing spacing 	code suggestion
 ffc ed dbf da ae important you should put this image in all the apps folders	code suggestion
 ffc ed dbf da ae i don t think so . let me know if you find i will explain you why we are using such states	questioning
 ffc ed dbf da ae i don t understand why we are complicating things here ? event update state component re render redirect to other page why can t we make it simpler event redirect to other page history .push 	code suggestion
hardcoded colors and css are not allowed . please use theme . can t be it should multiple of here . note same as below lines . 	buggycode suggestion
 ffc ed dbf da ae obviously i have repeatedly saying this to you .	buggycode suggestion
 ffc ed dbf da ae again i am commenting this why width and height props are required can t set in classes .img styles	code suggestion
why we are not using props directly . eg spacing palette all . same as companies .jsx	code suggestion
please use default prop	buggycode suggestion
why to define new variable companyoutlets . please use unmappedcompanyoutlet directly .	code suggestion
please use spacing for padding margin	code suggestion
order details i don t think capitals will matter at the url level	logical suggestion
camelcase	spelling suggestion
camelcase	spelling suggestion
currencysign also can we keep this in a constant file ?	buggycode suggestion
 ffc ed dbf da ae like typography .fontsize typography .fontsize 	code suggestion
 ffc ed dbf da ae please make the variable name proper . check the other variable name .	spelling suggestion
 ffc ed dbf da ae please use camel casing for variable names unmappedcompanyorders 	spelling suggestion
this is not addressed . ffc ed dbf da ae 	buggycode suggestion
still not addressed	buggycode suggestion
 ffc ed dbf da ae we should not keep currencysign here here we have only trans strings . create a constants folder inside ledger directory and keep it .	buggycode suggestion
 ffc ed dbf da ae why we are getting this file changes ?	questioning
 ffc ed dbf da ae there are unnecessary changes in this file i think node modules are not updated . you should run yarn in root directory of the repository it will check and update you node modules .	buggycode suggestion
 ffc ed dbf da ae i am also telling you the same . as per e a b fe a c ad c last comment he asked you to move this from every file you declared before .	buggycode suggestion
file name should be index .js and you can just import like this import currencysign from . . constants now you are doing like this import currencysign from . . constants constants 	code suggestion
 ffc ed dbf da ae please take care on variable naming currencysign currency sign 	spelling suggestion
 fb f df c f e a b fe a c ad c f ea d fb a f c do we need ternary operator here ? isshowingrawdata selections .length ? true false point down isshowingrawdata selections .length condition itself returning the result .	code suggestion
why are you raising a pr for this ? have i told you to raise a pr ?	logistics suggestion
 f ea d fb a f c looks good overall . i couldn t test it in my local due to dependency upgrade . please make you use case works as expected and impacted areas .	completeness suggestion
we can break in next row in the smaller screen instead of scroll . but upto product requirement .	logical suggestion
 f d d f b cf fd c no need this pull request just keep the changes in your branch .	logistics suggestion
if it optional please put a default value	buggycode suggestion
how are you handling subquery joins ?	questioning
why is this being called for every element ?	buggycode suggestion
why is it at every element that you are updating this ? this is going to cause a lot of re renders	buggycode suggestion
 aaf e a d e b c d d db if we configure editorconfig properly any auto formatter changes should not committed . developer might be following their favourite formatter pattern in the code editor but editorconfig will take care of formatting same manner while committing . ref . .editorconfig file in root directory . read more 	logical suggestion
what is the issue of passing props like this ? point down textlinkicon dashboardicon color action fontsize small titleaccess dashboard textlinkicon 	questioning
 aaf e a d e b c d d db i think your editorconfig didn t configure properly . these changes should not come .	buggycode suggestion
why we need to hardcode this ? what are we trying to achieve here ?	buggycode suggestion
importing only styles not a good idea here . if we really need to customise some component create your own component wrapping buildin component use it everywhere for you ref . filename customlistitemicon .jsx point down const usestyles makestyles theme icon . . . const customlistitemicon children const classes usestyles return listitemicon classname classes .icon children listitemicon export default customlistitemicon filename xyz .jsx point down . . . import editicon from material ui icons edit . . . import customlistitemicon from . . const xyx return customlistitemicon editicon customlistitemicon 	code suggestion
not recommended . please follow below comment on listitemiconstyle .js 	buggycode suggestion
follow how we are importing everywhere import listitemicon from material ui core listitemicon note what you have done is not wrong only what we are following .	code suggestion
 flow missing . please add	buggycode suggestion
no need to put theme here . you can mention the prop directly . const usestyles makestyles extras zindex palette spacing all your classes goes here 	code suggestion
you can directly access spacing here like minwidth spacing 	code suggestion
if this variable means modifiedoldlayouts please rename .	spelling suggestion
orderby is not related please remove	refactoring suggestion
we don t need to check on order bys it s not required . aaf e a d e b c d d db please confirm	logical suggestion
 f ea d fb a f c e a b fe a c ad c explained things over call to rahul and anirudh . regarding orderby should not be included in rules for deciding chart order by should contain both measures and dimensions if chart type is selected then order by and group by options should be limited to projections selected in x and y axis otherwise for normal table it should work as earlier 	logical suggestion
check once with the product regarding this . if all good then let s go forward with this .	completeness suggestion
or we can show the message based on whether group by is selected or not	logical suggestion
 e a b fe a c ad c all points mentioned in ticket are completed ?	questioning
looks fine to me . most of the part is replica of dashboard . b e e c c bb f please review it from your end once .	completeness suggestion
i feel that if we are going with this change then we will have to implement the second click thing . earlier it was on the side and not it s on the center . . so check with product once .	completeness suggestion
why do you need this function ?	questioning
this variable name will be changed by mathan . please use the new variable	code suggestion
i would suggest to use the functions from date fns to do the same . their code would be tested thoroughly	reuse suggestion
not the appropriate message . please check with product on this	logical suggestion
not appropriate message	logical suggestion
see if this can be converted to hooks format while you are at it	refactoring suggestion
this key will be changed and i have requested mathan to do so . please coordinate with him for the new key	reuse suggestion
from my knowledge using hardcoded string dehaves differently in a wrong way when we change the language of the app . f ea d fb a f c 	buggycode suggestion
 f ea d fb a f c try format data inline card 	logical suggestion
 e a b fe a c ad c can we go with withstyles withtheme from material ui . so that we don t have to hardcode value . we can directly access from theme . for example widgetoptions .jsx component all .	buggycode suggestion
you dont need the first condition	code suggestion
why we removed this ?	questioning
remove from whole file	refactoring suggestion
don t we need this for following options ?	questioning
sender mobisy is also present in notification producer .yml file and whatsappregistrationinput .java class . please confirm whether we need to change there as well . e a b fe a c ad c 	code suggestion
see if we can use the theme object for defining this .	reuse suggestion
why this file came ?	questioning
display ?	questioning
please try to use the theme object	reuse suggestion
why we have removed this seperate pops using whole theme ?	questioning
looks good to me b e e c c bb f please check it on your end	completeness suggestion
 ffc ed dbf da ae what review i will do here i don t know ! if you see this unnecessary file committed and this file has not been removed but because of this non sense one line we have done comments does it worth ffc ed dbf da ae a e ec aa b a c 	refactoring suggestion
 margintop spacing how this is even working . did you tested what happed when pass spacing as string . ffc ed dbf da ae 	buggycode suggestion
 margintop spacing how this is even working . did you tested what happed when pass spacing as string . ffc ed dbf da ae 	buggycode suggestion
this we have to figure out a way to handle instead of hardcoding in this manner . todo here will help keep track b e e c c bb f 	completeness suggestion
 e a b fe a c ad c ffc ed dbf da ae fontsize should not be defined with spacing it should be any of the typography .	code suggestion
 value ? value 	code suggestion
 value can do like this as well	code suggestion
 aaf e a d e b c d d db please rebase and force push your branch with master	logistics suggestion
please don t hard code the url . in future the region can change .	buggycode suggestion
 e a b fe a c ad c have you any reference link for this ? if yes please paste it in this pr .	documentation suggestion
what db operation is being performed here ?	questioning
 e a b fe a c ad c the dialog which opens on share report should have icons it is missing right now . please fix .	buggycode suggestion
 f ea d fb a f c does join cards has changes due to drilldown ?	questioning
 f ea d fb a f c code standard wise looks good to me . please make sure test functionality and impact areas . couldn t check due to local changes .	completeness suggestion
why the gaps ?	questioning
why is it a specific condition on equals ?	questioning
if not available then a default value instead of undefined	buggycode suggestion
please note this is not foolproof and in case the order changes then it will consider it as different 	buggycode suggestion
looks good to me . f ea d fb a f c i hope you have considered the different tagged config variants and accordingly provided for the same even if it s not currently implemented .	completeness suggestion
 tagged config for point down tagged config for check this solves i see this in many places .	code suggestion
 f ea d fb a f c don t we need drilldown implementation in sub query playground ?	questioning
please remove the unnecessary params	refactoring suggestion
you can use classname classes .dialogcontent don t put it on the root component as this is a specific change	code suggestion
editing my comment as i mentioned it was classnames instead of classname 	code suggestion
 aaf e a d e b c d d db it s there from long back . product requirement has changed time to time . in case create dashboard we use default and edit we are following dialog variant . please proceed with changes if required .	logical suggestion
if we don t need please clean up previous implementation . let s not hack it like this .	buggycode suggestion
lets keep this column as of now for this merge . once we have merged the pr and changed the json to use gst column post that we can remove this field	logical suggestion
why are we not using material ui for this app any specific reason ?	questioning
u hv used a wron stringutils	buggycode suggestion
the if blocks are repeated here and in edit . . can we not move it to some private method . also stringutils of wrong lib has been picked .	buggycode suggestion
a mapper should remove this boiler plate code company companyresponse .	code suggestion
requestbody will not be available in this service tier . please remove the annotation .	code suggestion
are these commented code mandatory or for other purpose ?	questioning
check with product he requested for value in one another task .	logical suggestion
 e a b fe a c ad c if this response has changed from backend any others apps are effected by this ?	questioning
can we not put everything in list projectionmodel ?	code suggestion
please add two things as discussed over request header example . are we exposing this to outside world ? please confirm .	completeness suggestion
please fix identation	refactoring suggestion
should we not return only dashboard ids instead of dashboard as discussed this is breaking due to permission issue while resolving other parameters of dashboard .	buggycode suggestion
cannot be added . . this will expose the api and also bring it under authentication flow . from what i understood this is supposed to be an internal api bypassing the auth flow . hence should be exposed as rest api without the preauthorize annotation .	buggycode suggestion
no autheratisation internal api a c bb c ee ca f 	buggycode suggestion
this exception comes for any middle record does others gets reverted ? i think we should eat the exception and skip records and in the records there should two sets one executed successfully and other failed .	logical suggestion
 fb f df c f please provide a proper variable name for let resu according to action being performed .	spelling suggestion
are we going to implement any logic at this method ?	questioning
 fb f df c f please share the sql script that you used for inserting this new chart type in the backend	completeness suggestion
 fb f df c f i have two points to make overall . rename the component and component type name in backend why we are named it threednullchart ? as i see this is a bar chart with d effect . so please name it threedbarchart .jsx . also please check the component type name as threedbarchart as we map component in dashboard component dataview .jsx from backend as well . because it s added in backend script add in prod we can t change . . reuse the existing component with props can t we reuse existing component i .e . barchart dualaxisbarchart and add d props to as options in chartoptions . the way we are doing now any changes in bar kind of chart in future we have to do all the components . fyi e a b fe a c ad c f ea d fb a f c aaf e a d e b c d d db 	refactoring suggestion
 visualisation ! 	logical suggestion
 fb f df c f we don t need to change any function as we are not changing any functionality of existing charts . we are just changing the way of visualisation i .e . d . i believe we should pass a props as isthreed true false which will determine the options d option chart . . . options d enabled true alpha beta depth as we are creating another chart another chart we are adding cost of testing for all the feature again . also suppose in future if we do fix enhancement in bar chart we have to do this all these d components as well .	code suggestion
is this confirmed with product that you want all the auto hide duration to be seconds unless mentioned otherwise ?	questioning
you don t need this if the default is set to seconds already	code suggestion
should it be widget added successfully ? also are you handling the failure case ?	completeness suggestion
 aaf e a d e b c d d db there are few minor comments from me e a b fe a c ad c once those are addressed please proceed . pre approving it .	completeness suggestion
please verify if this works for redshift too ?	completeness suggestion
please share the generated query so that we can verify it	completeness suggestion
 f ea d fb a f c codewise looks good to me . please test the use case properly though and impact areas . approving from my side .	completeness suggestion
should we make this enum ? if it is kept as strings then any new msg format can just put in anything they want . will it have any impact on the caching ? if no then do we need these constants here ?	buggycode suggestion
ideally this should be little more than the retry window in the flow . so we might have to look for a dynamic ttl .	buggycode suggestion
shouldnt the values be coming from the config instead of the constants in the service tier ?	buggycode suggestion
this will need changes when we get to a point to integrate with local vendors in other countries . wouldnt it be better to have a config something like yaml providers kaleyra msg types otp . . . dial codes . . . key . . . . . . . . . kaleyra promo msg types promotional dial codes all key . . . . . . . . 	code suggestion
why do we need separate timeouts for diff countries ?	buggycode suggestion
why are we creating a new object each time ? this will be a heavy operation . please make sure these are singleton objects .	buggycode suggestion
plz confirm if this is meant only for retailer module . my understanding was that this would be a generic flow .	questioning
no db call should be needed . this should be done using cache totally .	buggycode suggestion
this should not be needed .	logical suggestion
index based vendor pickup should be hidden from the caller .	logical suggestion
can it not be a single fetch instead of lookup and fetch ?	questioning
the logic is fine but doing this filter each time is a costly operation for sending large number of notifications . ideally a map of dial code vendors should be prepared from config during init . we had talked about the map in our discussion . merging this as it is fine functionally but please make the changes to make it faster .	buggycode suggestion
