commentText	commentClassification
there are unnecessary changes in this file . can you please check what wrong ?	BUGGYCODE_SUGGESTION
we don t need this props	BUGGYCODE_SUGGESTION
 a e a f b e d d ed e first of we are not following bootstrap or material design here we are trying to define and follow mds i .e . mobisy design system . i think you defining muted with c d as i mentioned above color should be an props for all typography that way each typography can change it s color it shouldn t be px text is muted .	BUGGYCODE_SUGGESTION
remove double tab and add single tab only .	REFACTORING_SUGGESTION
create a function like this to get schedular fetcher list 	CODE_SUGGESTION
 b dfc e b aaff please check and update the pr .	LOGISTICS_SUGGESTION
why is it hidden by default ? and why is editable enabled ?	QUESTIONING
 d aae b ea c e f a kindly make the vendor configurable if client need roberms again then we need a code change .	CODE_SUGGESTION
 import join keys join actions from . . constants 	CODE_SUGGESTION
please remove console statement if it s not required	REFACTORING_SUGGESTION
 ba a e b e eb f c alright but be careful of download this will be extremely heavy in large scenarios	LOGICAL_SUGGESTION
as we are updating status of failed payment we should not change that to edit and fulfill .correct .	LOGICAL_SUGGESTION
why ? ? ?	QUESTIONING
please get it verified as it affects main api flow . post verification merge it .	COMPLETENESS_SUGGESTION
 d dbd ea c c f b understood . my concern was whether they send bulk feedback ?	QUESTIONING
please use single tab instead of tabs .	REFACTORING_SUGGESTION
spelling	SPELLING_SUGGESTION
please correct indentation please use tabs t byte	REFACTORING_SUGGESTION
do we really need to use set extract twice here ? can we do it once or use a foreach loop ?	BUGGYCODE_SUGGESTION
what is the use case of using array walk recursive ?	BUGGYCODE_SUGGESTION
please use constant variable	BUGGYCODE_SUGGESTION
please use spacing instead of extras .spacing .bystep same for below chip class css .	CODE_SUGGESTION
this will fail if there s no data	BUGGYCODE_SUGGESTION
interface should start will capital letter	SPELLING_SUGGESTION
remove unused import .	REFACTORING_SUGGESTION
can we check for or null also or not required ? ?	CODE_SUGGESTION
please get it verified and update pr .	COMPLETENESS_SUGGESTION
we are using paper and we are trying to remove every property of a paper by overriding styles . why we need it ?	QUESTIONING
please get it verified and update pr .	COMPLETENESS_SUGGESTION
why assertion error ?	QUESTIONING
please remove unnecessary space they take bytes each .	REFACTORING_SUGGESTION
this condition should be there in above conditions key	BUGGYCODE_SUGGESTION
spelling mistake !	SPELLING_SUGGESTION
currencysign also can we keep this in a constant file ?	BUGGYCODE_SUGGESTION
please correct indentation .	REFACTORING_SUGGESTION
please use response result and response reason redeclaring is not a good practise . please add the achievements key in response and keep it static if it s a object type caste it the last before json response .	BUGGYCODE_SUGGESTION
indentation issue please correct it	REFACTORING_SUGGESTION
let s not hardcode the value here	BUGGYCODE_SUGGESTION
what is the use case of employee api ?	QUESTIONING
duplicate line of code can we use one variable to decide if we need to show the effort button or not let showedit false if noofdays cutoffeditinvoiceforcheck showedit true out of cutoffeditinvoiceforcheck if condition . . else showedit true if showedit action a id del adata paymentid class btn btn sm btn info mb style white space nowrap onclick editpayment this i class icon pencil icon white i edit a any given day if you wanna change edit button only one change will be needed else it ll be a dual change everytime .	BUGGYCODE_SUGGESTION
please update the status after verification done 	COMPLETENESS_SUGGESTION
why different formatters ?	QUESTIONING
reformat the code .	REFACTORING_SUGGESTION
why is this removed ?	QUESTIONING
instead of filtering here this can be added in query itself while fetching lead type . only fetch lead type which are not empty .	LOGICAL_SUGGESTION
 blankslate takes children which we can have the action button ref . noconnection .jsx component	CODE_SUGGESTION
add null check for mwarehouselist to avoid crash .	BUGGYCODE_SUGGESTION
in this whole file where indentation is being used space is used can you convert that spaces to tabs for the functions that you touch .	REFACTORING_SUGGESTION
remove unnecessary lines	REFACTORING_SUGGESTION
 ea f b a aecd please remove all commented code which is no more useful .	REFACTORING_SUGGESTION
 d aae b ea c e f a i understand logic is different . the backend api response is same in both cases . right ? can we call api once and iterate over the result where ever required ?	LOGICAL_SUGGESTION
resolve conflict .	LOGISTICS_SUGGESTION
please remove from condition .	CODE_SUGGESTION
can we add the necessary association in the model file ? then we can use it through outlet as we have outlet id attribute ?	LOGICAL_SUGGESTION
remove this string literal as it s not required any more .	REFACTORING_SUGGESTION
which bracket is being closed here ?	QUESTIONING
remove this	REFACTORING_SUGGESTION
space after and space after and before 	REFACTORING_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
use for statement in else for better readability	REFACTORING_SUGGESTION
there are few issue enhancement we need to take care .	BUGGYCODE_SUGGESTION
format the code .	REFACTORING_SUGGESTION
can we use !empty instead of two conditions here ?	BUGGYCODE_SUGGESTION
remove if not required	REFACTORING_SUGGESTION
to just add a vertical padding we have created a button is it useful ? when we customise button component it should be override the button default styles not what should be around the button .	LOGICAL_SUGGESTION
 then the pop up wont come until the data is loaded int intiallist na ! in the mean time he might go to a different page i am assuming this can happen not sure though ffc ed dbf da ae if this is your logic then does it work now as per your logic ? ? ? go through your code in this line you wrote communications .length . . and you are making setopen true which is passed open open in this line does it make any sense ? ? ? 	BUGGYCODE_SUGGESTION
is there any ui changes involved with this ?	QUESTIONING
 appname string ! appidentifier string ! these are not mandatory remove the ! 	CODE_SUGGESTION
create seperate detailed bug for this change	LOGISTICS_SUGGESTION
better use stringutils .isempty here . .	BUGGYCODE_SUGGESTION
 addicon size small add 	CODE_SUGGESTION
can we create a bug to handle this case it s good to have data as suggested by shubham .	LOGISTICS_SUGGESTION
remove commented lines .	REFACTORING_SUGGESTION
why is it indented differently ? any change from the shared setting file ?	QUESTIONING
this is not a component ! it s a utils helper i believe .	BUGGYCODE_SUGGESTION
hi raman tds is now present in master branch as well . please change the pr .	LOGISTICS_SUGGESTION
you can refer to public boolean ispregstenabled string warehouseid context context method for same .	CODE_SUGGESTION
please remove unnecessary space	REFACTORING_SUGGESTION
is validatecompanyretailermappping validating company status ? if not then we should add it .	QUESTIONING
instead of having a try catch block here we can have a common writer block which will handle the json processing exception . refer to com bizom payment utils objectmapperutils .java line in payment for code level understanding	BUGGYCODE_SUGGESTION
replace native query with jparepository api .for example findbyretailerid should work .	CODE_SUGGESTION
merge this after demo we will remove this hard coded stuff after demo this should not go in dev branch it was meant for release demoforastral branch only . but since we found a bugfix in retailer module test case we have to fix it in release branch .	COMPLETENESS_SUGGESTION
 . why are we not using a model here instead of object ? . why should this be part of outletrepository ? 	BUGGYCODE_SUGGESTION
add scrollbar styles one place can create inconsistency in overall app . in future developers will copy paste styles everywhere rather i would recommend if we can set this globally .	BUGGYCODE_SUGGESTION
why is this removed ? how will the user re edit the base table ?	QUESTIONING
even this condition is not required i think	LOGICAL_SUGGESTION
rename all variable name as settings e .g export const settings loyalty enabled loyaltyenabled export const settings show delivery date showdeliverydate 	CODE_SUGGESTION
space after 	REFACTORING_SUGGESTION
should check for not be here ?	QUESTIONING
it would be best if for an array you just check length simpler to read and understand	CODE_SUGGESTION
is it not default range instead of hardcode here ? i mean everywhere it s imported from utils range .js 	BUGGYCODE_SUGGESTION
please get it verified and update pr .	COMPLETENESS_SUGGESTION
if we follow this color in alternate rows then we are going to have problem while doing select row color user we have a confusion . please follow something like 	CODE_SUGGESTION
check with design once whether we need the accordion	LOGICAL_SUGGESTION
let s log it at least ? b e e c c bb f any suggestions other than console ?	QUESTIONING
remove contain .	REFACTORING_SUGGESTION
use string resource instead of hard code string .	BUGGYCODE_SUGGESTION
 b dfc e b aaff use trim and strtolower	CODE_SUGGESTION
why are we having a tempcomparisonmodel ?	QUESTIONING
why are we converting distributor id to string ?	QUESTIONING
can we fix the indentation here if this line is actually required ?	REFACTORING_SUGGESTION
why throwing an error ?	QUESTIONING
using capital letters for string resource ids is not a good practice . please follow the same style as other strings you have created . use small letters separate words with underscores .	SPELLING_SUGGESTION
it it not possible to add item in cart without cashback ?	QUESTIONING
 a e a f b e d d ed e please remove delivery by string from here we are showing the date when order is placed . so giving wrong impression .	CODE_SUGGESTION
 cdaaddc c d b e pls find the timelimit for caching .	COMPLETENESS_SUGGESTION
please add the default value in description as well .	DOCUMENTATION_SUGGESTION
detailed description would be useful here as mentioning the screen little info about the functionality .	DOCUMENTATION_SUGGESTION
remove console .	REFACTORING_SUGGESTION
please add default values .	BUGGYCODE_SUGGESTION
constant string orders should be at the left side of equals to avoid potential npe .	BUGGYCODE_SUGGESTION
ticket for this ?	LOGISTICS_SUGGESTION
don t see any use of statustypes remove it if not required keep type declaration after import 	REFACTORING_SUGGESTION
 ffc ed dbf da ae if i have a dashboard without any filters how will city filter show up ? try it for a dashboard without any filters and see if it works .	COMPLETENESS_SUGGESTION
can we use !empty here before doing the set combine ?	CODE_SUGGESTION
this condition will never be used since it will go inside the block only if isserialnumbersetting .	BUGGYCODE_SUGGESTION
merging as there is no transaction changes only ui and spelling correction is being done .	LOGISTICS_SUGGESTION
 boolean nostockchecked false first letter of variable should be in small case . please follow convention .	SPELLING_SUGGESTION
can we use single query here instead of two queries ? the one above also looks similar to the one written here with an addition of only one where clause .	BUGGYCODE_SUGGESTION
please check if variable is set . for outlet and area .	CODE_SUGGESTION
 ab a a fcf f but why this is in onpause ? ?	QUESTIONING
 export const shopping cart trans shopping cart trans red circle note mostly similar comments in bellow lines as well please review below lines 	CODE_SUGGESTION
why we need to fetch all productentities each time ? how do you retain the order in list for pagination . is it returning linked list ?	QUESTIONING
i think this jsonobject is different from jsonobject please make it consistent	SPELLING_SUGGESTION
we already have the data that is being saved to db handy . . why are we querying the db again ?	BUGGYCODE_SUGGESTION
why do we need separate timeouts for diff countries ?	BUGGYCODE_SUGGESTION
space after and space before and after 	REFACTORING_SUGGESTION
please fix the spelling	SPELLING_SUGGESTION
why if and else the reduce will work irrespective of length . also if there is no condition then it shouldn t even evaluate or come here . correct ?	CODE_SUGGESTION
why are two bugs merged in same branch ?	LOGISTICS_SUGGESTION
adding and removing column should be in revision not directly in schema .	BUGGYCODE_SUGGESTION
skuvisibility is using or condition . please share query to check performance .	COMPLETENESS_SUGGESTION
get this from basesynchelper and add handle null value	CODE_SUGGESTION
the data is being added in a single variable as a complete list of data . hence the same variable ming be used as collection id is the key . . it ll always be unique	BUGGYCODE_SUGGESTION
set pr title properly .	LOGISTICS_SUGGESTION
please share query to check the use of index else we will have to split the or condition .	BUGGYCODE_SUGGESTION
did you only removed this code .	QUESTIONING
this logic does not seem to be correct . this is company specific outlet table . this will give all the retailers that are not present in the company db ph no . match which will pick even those that have not been associated with this company .	BUGGYCODE_SUGGESTION
is there any upper limit ? ? ? ? ?	QUESTIONING
 ffc ed dbf da ae obviously i have repeatedly saying this to you .	BUGGYCODE_SUGGESTION
 aaf e a d e b c d d db two points here we should move images inside public assets path i see some images are src and some some are in public we should get an image with better resolution and little bigger size for bizom logo atleast x because x is too small it s good for favicon . 	CODE_SUGGESTION
for which vendor ?	QUESTIONING
remove log command .	REFACTORING_SUGGESTION
qa verified 	LOGISTICS_SUGGESTION
i don t see this being used anywhere . please remove it if it s not used	REFACTORING_SUGGESTION
it can be done easily with spacing same for all below lines point down 	CODE_SUGGESTION
please map using filters filters 	CODE_SUGGESTION
this condition is already checked right !isset outletdata outlet isfindmynearestoutlet why it is been used twice ?	BUGGYCODE_SUGGESTION
will it be possible to include the reason key here to avoid any sort ui errors when checking ?	CODE_SUGGESTION
this should be active if van sale is enabled . or if setting isselectvehicleinloadouts is enabled .	LOGICAL_SUGGESTION
used in api apiassignrolespecificid and it s marked in code also that it s for orient . hence approving .	LOGISTICS_SUGGESTION
qurey please	COMPLETENESS_SUGGESTION
use string literals from strings .xml instead of hard coding .	BUGGYCODE_SUGGESTION
removed zero from here .	REFACTORING_SUGGESTION
we can simplify the code by using array rather than creating multi line deceleration	BUGGYCODE_SUGGESTION
indentation	REFACTORING_SUGGESTION
no inline or props css . please use classes .xyz 	BUGGYCODE_SUGGESTION
can we use variable name something like onlinetransactiondetails as it becomes easy to understand the code .	SPELLING_SUGGESTION
i think schedular fetcher list is not needed at all . we can use the action fetcher map itself to find out if actionkey is present or not .	CODE_SUGGESTION
wrong comment for sub category	DOCUMENTATION_SUGGESTION
please add condition here because admin login doesn t require this condition .	LOGICAL_SUGGESTION
 f ea d fb a f c is there any other way except useeffect multiple useeffect can cause inconsistency in the component .	BUGGYCODE_SUGGESTION
put the ticket here .	LOGISTICS_SUGGESTION
use constant for this numbers	BUGGYCODE_SUGGESTION
correct alignment of closing brackets .	REFACTORING_SUGGESTION
can we rename the key as well ?	SPELLING_SUGGESTION
call paymentid as warehouseid so that it s clear we are showing payment warehouse wise .	SPELLING_SUGGESTION
indentation	REFACTORING_SUGGESTION
 data ?	CODE_SUGGESTION
why are you raising a pr for this ? have i told you to raise a pr ?	LOGISTICS_SUGGESTION
can we add the same for description and erp id as it can have special characters . or a more simplistic solution convert this to a post function instead .	LOGICAL_SUGGESTION
please don t write query in loop ? it should be in outside loop .	BUGGYCODE_SUGGESTION
 firstexpression will be only date then how can we handle if interval is hours minutes or seconds ? i think firstexpression should be datetime .	BUGGYCODE_SUGGESTION
i would suggest to rename this file for clarity	SPELLING_SUGGESTION
remove the dot	REFACTORING_SUGGESTION
 one collection can be a part of multiple payments 	LOGICAL_SUGGESTION
please fix the alignment . 	REFACTORING_SUGGESTION
here we are getting multiple entries for retailers and we are taking the first one . as there is no order by in the query how can we be sure that we will be getting desired entity on the top first ? or is it ok if we take any random retailer out of that list .	QUESTIONING
 . check spelling eg . comminication preference communication preferences . string and variable name should be same eg . string is communication preferences variable name is communication preferences . we don t follow capital case of each work please other strings . eg . trans communication preferences trans trans communication preferences trans . remove leading space from all trans below . eg . trans successfully updated communication response trans trans successfully updated communication response trans ffc ed dbf da ae follow above points for all below strings	SPELLING_SUGGESTION
remove commented lines .	REFACTORING_SUGGESTION
doesn t the empty function check for as well ?	BUGGYCODE_SUGGESTION
function name should be in camelcase 	SPELLING_SUGGESTION
looks good to me . we will have to do the backend changes accordingly for this	COMPLETENESS_SUGGESTION
shouldnt this be part of orderresolver ?	CODE_SUGGESTION
this is wrong . you are checking for the string type includes and you are putting an array for default . please use the correct things	BUGGYCODE_SUGGESTION
please keep the response in single format .	CODE_SUGGESTION
add foreign key	BUGGYCODE_SUGGESTION
please merge after verification .	COMPLETENESS_SUGGESTION
this condition will always true .	BUGGYCODE_SUGGESTION
please remove extra unnecessary line	REFACTORING_SUGGESTION
why changing this ?	QUESTIONING
where is the test case for this ?	COMPLETENESS_SUGGESTION
will issafeinteger work here ?	CODE_SUGGESTION
if it fails should it not throw exception ?	BUGGYCODE_SUGGESTION
with the new changes we will never have empty collections ? if there s nothing then entry will be there with 	BUGGYCODE_SUGGESTION
isn t validjoins .length sufficient ?	QUESTIONING
 . please look into the console warning . warning each child in a list should have a unique key prop . . just use this material build in component ref . data inline card 	REUSE_SUGGESTION
i see certain pieces of code are quite common can we refactor them ?	REFACTORING_SUGGESTION
get the query if require we will do the changes	COMPLETENESS_SUGGESTION
 b e e c c bb f please provide implementation documentation link for this .	LOGISTICS_SUGGESTION
 trans check user profile page to change preference trans point down trans check user profile page to change preferences trans 	SPELLING_SUGGESTION
merging as this is verified .	LOGISTICS_SUGGESTION
it is done as discussed .	LOGISTICS_SUGGESTION
this input name should be changed .	SPELLING_SUGGESTION
space after comma	REFACTORING_SUGGESTION
should be removed from here it is implemented in parent class measurablenonaggregatedprojection	BUGGYCODE_SUGGESTION
please change to isset data vcdiscount !is numeric data vcdiscount data vcdiscount 	REFACTORING_SUGGESTION
we should move this flag to customquerymodel .	CODE_SUGGESTION
as far as i understand since there are no filters then the payload will be small from the filters part . however the diy json is something that exceeds the normal request size limit . we will have to find a solution for that .	LOGICAL_SUGGESTION
 const conditions setconditions usestate 	CODE_SUGGESTION
alignement .	REFACTORING_SUGGESTION
even if selectedprojections is empty this will always be considered even though projections are non empty . please handle this	BUGGYCODE_SUGGESTION
please add foreign key for headquarter id and user id . please add index based on the query used . please change the date time to date to help us build better index if time is also needed it can be stored in other field fromdate will have date fromtime will have time .	CODE_SUGGESTION
can we re use findbyids in beat .php ?	REUSE_SUGGESTION
 abb bcbc aa d please check the api why its used and we are fetching only fromlevelwarehouse to outlets view with warehouseerpid its exists or not .	COMPLETENESS_SUGGESTION
can we get the user id using the auth session read and get the role id and designation using getusertitlesbyid by passing the user id ?	CODE_SUGGESTION
change to aggregated operand 	SPELLING_SUGGESTION
 f ea d fb a f c aaf e a d e b c d d db b e e c c bb f when did this change ?	QUESTIONING
forienkey is required .	BUGGYCODE_SUGGESTION
props name selectedjoins instead of joins it will be same pattern like selectedmeasures selecteddimensions 	CODE_SUGGESTION
we shouldn t keep this here because it will come even if user not created an outlet which not good from user point of view . let keep it in dashboard index .jsx like we have verifyorder . . . it will ensure we should ask for consent once user complete onboarding .	CODE_SUGGESTION
shouldn t your useeffect take into the consideration for issqlerror ?	BUGGYCODE_SUGGESTION
this is already sajal also added please check with her .	REUSE_SUGGESTION
fix indentation .	REFACTORING_SUGGESTION
i think we can store it in a constant if we haven t already and re use wherever possible 	BUGGYCODE_SUGGESTION
please get it verified before merging	COMPLETENESS_SUGGESTION
please change to isset data vcdiscount !is numeric data vcdiscount data vcdiscount 	REFACTORING_SUGGESTION
data will be a array or object only . it can t be string in one case and object array in other case .	BUGGYCODE_SUGGESTION
correct indentation . us tabs for indentation .	REFACTORING_SUGGESTION
can we use isset here ? array search checks the whole array .	BUGGYCODE_SUGGESTION
resolve the conflicts .	LOGISTICS_SUGGESTION
can we add the flower bracket to this it ll help in formatting the code and help in reading as well .	REFACTORING_SUGGESTION
please create a function in model and add the query dere .	REFACTORING_SUGGESTION
space after ! 	REFACTORING_SUGGESTION
please rename this properly	SPELLING_SUGGESTION
need to get it verified bcoz mandatory column s asterisk symbol will be removed in general code .	COMPLETENESS_SUGGESTION
please add space after and before .	REFACTORING_SUGGESTION
correct indentation . single tabs .	REFACTORING_SUGGESTION
importing only styles not a good idea here . if we really need to customise some component create your own component wrapping buildin component use it everywhere for you ref . filename customlistitemicon .jsx point down const usestyles makestyles theme icon . . . const customlistitemicon children const classes usestyles return listitemicon classname classes .icon children listitemicon export default customlistitemicon filename xyz .jsx point down . . . import editicon from material ui icons edit . . . import customlistitemicon from . . const xyx return customlistitemicon editicon customlistitemicon 	CODE_SUGGESTION
set target to development	LOGISTICS_SUGGESTION
this code is merge in other pr . please update on bug also and delete the branch .	LOGISTICS_SUGGESTION
foreign key can we write this in the unmerge query if the reference table is not there this will give a issue .	LOGICAL_SUGGESTION
 f ea d fb a f c does join cards has changes due to drilldown ?	QUESTIONING
alignment .	REFACTORING_SUGGESTION
 cd b c a dcbae e if backend is checking again then it is better to not send at all . we should never be sending wrong values .	LOGICAL_SUGGESTION
this changes are not required please revert .	BUGGYCODE_SUGGESTION
please correct the type root to route in the name of constant .	SPELLING_SUGGESTION
 resetselection setselection instead of passing setselection from here can we pass resetselection . that will be more meaningful .	CODE_SUGGESTION
we can t merge because table arsdistributordetails in rq only . and pr is generated for releaseintegration 	LOGISTICS_SUGGESTION
remove these two lines no need . as we are using data table na .	REFACTORING_SUGGESTION
this is wrong why are we using create while editing the values ?	BUGGYCODE_SUGGESTION
why are we loading this model you can use this user payment outlet everywhere where ever necessary .	BUGGYCODE_SUGGESTION
what is getting modified through api gateway ? can you write the sample here	QUESTIONING
maintain any one in result as its giving string as true or false and top line added bool .	BUGGYCODE_SUGGESTION
correct alignment .	REFACTORING_SUGGESTION
printing notificationemailinput results in something like notificationemailinput channeldata com .bizom .notification .model .notificationemailchannelmodel ed canswitchvendor false i think it would be better to add a tostring method in the respective class . 	CODE_SUGGESTION
spellig mistake companies statusontop .length 	SPELLING_SUGGESTION
why are the changes of other files present here ?	BUGGYCODE_SUGGESTION
 ffc ed dbf da ae this is not the right way we are solving this issue . this will create issue in profile page new items will not show in profile page . but issue still exists update from profile page and see the what happens in while an error occurs .	BUGGYCODE_SUGGESTION
 a c bb c ee ca f i have a overall view in this component to match the styles and design we have implemented every component of datatable i .e . searching row per page etc . . by our own . so far it looks good as per the requirement right now . in future can we maintain develop any other table related support in this component ? my recommendation would be can we achieve the same ui using data table itself ?	LOGICAL_SUGGESTION
primary key has not been marked . no business key ?	BUGGYCODE_SUGGESTION
delete commented lines	REFACTORING_SUGGESTION
duplicate line of codes .	REFACTORING_SUGGESTION
use constant for qps .	BUGGYCODE_SUGGESTION
here we need to set value of the response object inside the lambda expression . for this purpose it is required .	LOGICAL_SUGGESTION
please drop the unique condition and then recreate the same .	CODE_SUGGESTION
can we rename it to startlevel or currentlevel ? thislevel doesn t sound correct in context	SPELLING_SUGGESTION
why have we removed the analytics app ? is it not in use anymore ?	QUESTIONING
please do this and remove this comment .	REFACTORING_SUGGESTION
cleanup please .	REFACTORING_SUGGESTION
space before and after .	REFACTORING_SUGGESTION
this should be merge in ri not sanity	LOGISTICS_SUGGESTION
same here . please use same function getcompany in company model . note always write a conman function if anything using multiple time .	BUGGYCODE_SUGGESTION
 aaf e a d e b c d d db okay . bc e cbaa c c please check this part once . if there s something missing we might as well fix it now	COMPLETENESS_SUGGESTION
kandi bhai unset will never throw error if the key isn t set .	BUGGYCODE_SUGGESTION
remove it it may not be required . if there any feedback later we can plan for it .	REFACTORING_SUGGESTION
 a e a f b e d d ed e variable name favouriteproductscroller props component name can be classname convension .	CODE_SUGGESTION
please check the stringformat class that should do it	CODE_SUGGESTION
 u should be capital as per camel casing notation .	SPELLING_SUGGESTION
will this be ever used when we are downloading the raw data ?	BUGGYCODE_SUGGESTION
suggest using datetimeformatter instead of simpledateformat . i believe simpledateformat is not thread safe . if both are threadsafe then feel free to use any .	LOGICAL_SUGGESTION
need to have a same condition for both id and erpid 	CODE_SUGGESTION
remove this	REFACTORING_SUGGESTION
will this be helpful ? because i see only url being added and nothing else being done to it	BUGGYCODE_SUGGESTION
why is it in debug mode ? and what additional info are you logging here ?	QUESTIONING
what happens if user has added in his data .	QUESTIONING
please use the unitspercase value of skunits where you are fetching data so that a query will be avoided	LOGICAL_SUGGESTION
update the version	LOGISTICS_SUGGESTION
 aaf e a d e b c d d db using history of react router dom . you can checkout other places in the code base .	CODE_SUGGESTION
correct alignment .	REFACTORING_SUGGESTION
i think randomutils by apache can do the same thing that we are doing .	LOGICAL_SUGGESTION
 b dfc e b aaff please add log with the data only id s won t be sufficient . 	CODE_SUGGESTION
still not addressed	BUGGYCODE_SUGGESTION
if this function is not being used now then remove it	REFACTORING_SUGGESTION
there is a bug in gstinvoicetemplate tcs amount was not geeting added to amount so we fixed it	LOGICAL_SUGGESTION
what does means ?	BUGGYCODE_SUGGESTION
sajal please add bug id what you have done changes .	DOCUMENTATION_SUGGESTION
failure here allow it to pass ?	QUESTIONING
null default value .	CODE_SUGGESTION
use brackets even for single line if conditions .	REFACTORING_SUGGESTION
remove this line	REFACTORING_SUGGESTION
please give us the query . need to check the performance .	COMPLETENESS_SUGGESTION
use .stream .filter 	CODE_SUGGESTION
resolve conflict .	LOGISTICS_SUGGESTION
remove commented styles	REFACTORING_SUGGESTION
remove last extra space .	REFACTORING_SUGGESTION
if intent become null it will crash again . i think need to add a null check before calling startactivity null .	BUGGYCODE_SUGGESTION
create separate private function to return data .	REFACTORING_SUGGESTION
if not being used . please remove comments .	REFACTORING_SUGGESTION
 const selectall setselectall usestate 	CODE_SUGGESTION
 a e a f b e d d ed e this can reduce above variable declaration heading props .type enum product entity type .brand source from these brand props .type enum product entity type .category recent categories heading 	CODE_SUGGESTION
once it s get it verified we will merged in releaseintegration .	COMPLETENESS_SUGGESTION
do these need to be removed ? also why not private ? 	QUESTIONING
please get it verified and update pr we will merge once verified .	COMPLETENESS_SUGGESTION
please get it verified will merge after it s verified .	COMPLETENESS_SUGGESTION
please fetch from settings	CODE_SUGGESTION
 f ea d fb a f c i am not sure what the bugs ! can you please mention the tickets in pr description ?	DOCUMENTATION_SUGGESTION
can we do it like only offers .length instead of offers .length 	CODE_SUGGESTION
please correct function name getbackuppaymentcommentreason 	SPELLING_SUGGESTION
what does mean ?	BUGGYCODE_SUGGESTION
add space .	REFACTORING_SUGGESTION
please do it on immediate basis	BUGGYCODE_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
remove the commented code below .	REFACTORING_SUGGESTION
move function to model .	CODE_SUGGESTION
i think we have some variables for black can we make use of that .	REUSE_SUGGESTION
why var dump 	BUGGYCODE_SUGGESTION
please get it verified and update the pr will merge after verification . 	COMPLETENESS_SUGGESTION
how we have decided on vh ? this is not recommended .	BUGGYCODE_SUGGESTION
remove invalid spaces .	REFACTORING_SUGGESTION
remove this if not using	REFACTORING_SUGGESTION
please fix indirect circular case . . .	BUGGYCODE_SUGGESTION
please get it get verified will merge after that	COMPLETENESS_SUGGESTION
we can remove this ?	QUESTIONING
 e a b fe a c ad c we should add configinput here .	CODE_SUGGESTION
 d aae b ea c e f a b be b a ce a fd please check if these changes are meant to go on dev environment . ba a e b e eb f c please change accordingly .	LOGISTICS_SUGGESTION
please define all the props expecting into whenthenrelation 	CODE_SUGGESTION
allinvoices index .jsx pendinginvoices index .jsx have similar code . please merge these two files into one component and reuse it . 	REFACTORING_SUGGESTION
reformat the code .	REFACTORING_SUGGESTION
please put the ticket for this change . why is the change required ? what were the fixes for this	LOGISTICS_SUGGESTION
why are we using classregistry here ?	QUESTIONING
remove delete funtion as we have active for soft delete .	REFACTORING_SUGGESTION
please query .	COMPLETENESS_SUGGESTION
please add this logic in template	COMPLETENESS_SUGGESTION
 temp please use proper names	SPELLING_SUGGESTION
 f ea d fb a f c if there is any similar strings present please try to use if possible . it will reduce translations in different locale	REUSE_SUGGESTION
is this every time asset id only .	QUESTIONING
please use constantc	BUGGYCODE_SUGGESTION
cod should be base table .	BUGGYCODE_SUGGESTION
we don t need to add graphql tag .macro apollo react hooks separately . we can import it from apollo client now . we can import like import gql usequery from apollo client note we can remove these dependencies from package .json file . 	CODE_SUGGESTION
for indentation please use tabs .	REFACTORING_SUGGESTION
 ffc ed dbf da ae i am also telling you the same . as per e a b fe a c ad c last comment he asked you to move this from every file you declared before .	BUGGYCODE_SUGGESTION
space after comma do not re declare the variable .	BUGGYCODE_SUGGESTION
correct foreignkey	BUGGYCODE_SUGGESTION
why its removed .	QUESTIONING
i just checked this should be hour minute and second	BUGGYCODE_SUGGESTION
camelcase	SPELLING_SUGGESTION
if we can give some name to constant which will help to identify what we are loading instead of just number . for other places as well .	BUGGYCODE_SUGGESTION
where is bug ticket ?	DOCUMENTATION_SUGGESTION
how initializing with same variable ?	QUESTIONING
configuration spelling ?	SPELLING_SUGGESTION
 this dependency not required now . we can import gql from apollo client now .	CODE_SUGGESTION
having said that if we need widgets which works only on company database then we should create it via diy only . a short overview of the same has been given to d aae b ea c e f a 	LOGICAL_SUGGESTION
for all new fields where we store userid can we make use of int instead of varchar and then add fk on it ?	CODE_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
query please ? is there any index using this query .	COMPLETENESS_SUGGESTION
don t check this condition for edit as if they want to make it active then that would be a problem .	BUGGYCODE_SUGGESTION
 const handletoggleselectall event if event .target .checked const users object .keys grids .reduce arr id if !grids id .selected return arr return . . .arr . . .grids id .usergridstatusdata .map userid status gridid id userid userid .tostring status setusergridselect . . .usergridselect . . .users setselectall users .reduce acc userid gridid . . .acc gridid userid else setusergridselect setselectall 	CODE_SUGGESTION
correct indentation use tabs	REFACTORING_SUGGESTION
please get it verified will merge the same once verified .	COMPLETENESS_SUGGESTION
 why we are using setinterval ? i think we are running update in every minutes . are we clearing setinterval ? 	CODE_SUGGESTION
make it to multiple of only	CODE_SUGGESTION
we should not create our own props . it should same props as textfield has	BUGGYCODE_SUGGESTION
 ffc ed dbf da ae is there any use of this empty tag ?	QUESTIONING
removed the logs	REFACTORING_SUGGESTION
instead of calling from db for outlet level please get this from argument where we have already getting other properties of outlet .	CODE_SUGGESTION
also check whether we can return true as default value for add sku flag .	LOGICAL_SUGGESTION
okay fine we are just checking whether it s against the table or not . can you put up the ticket so that it s clear what is expected ?	LOGISTICS_SUGGESTION
