commentText	commentClassification
 scrollwrap entitydata .map entity index scroller key entity item entity .id entity entity index index scrollwrap 	CODE_SUGGESTION
please remove commented code	REFACTORING_SUGGESTION
we had decided on a hashset of urls to bypass the setting of appcontext . this needs to be changed .	BUGGYCODE_SUGGESTION
remove unnecessary lines	REFACTORING_SUGGESTION
 c a c b a e e please rebase this with development branch again .thr are many other bug s commits in this pr	LOGISTICS_SUGGESTION
please use setting from getsettingfromname function please avoid usage of companysettings variable	LOGICAL_SUGGESTION
 b e e c c bb f okay understood basically getting the same source of truth everywhere and using that . . instead of creating confusion . f ea d fb a f c please note and implement accordingly	CODE_SUGGESTION
please fix indentation	REFACTORING_SUGGESTION
please remove unnecessary space they take bytes each .	REFACTORING_SUGGESTION
handle check here too .	CODE_SUGGESTION
what does means ?	BUGGYCODE_SUGGESTION
please also check the case of sales returns of different pages . if multiple sale returns are being combined shown .	CODE_SUGGESTION
recursive first it will give one row but it s have join tables also .	LOGICAL_SUGGESTION
why this is required ?	QUESTIONING
 performance impact here ! this network call is within a loop which is calling for each sku . we already have product details with cart query why we are doing this ?	BUGGYCODE_SUGGESTION
both query can be combined in one query alter table companies add currency id int null default null add constraint companies currencyid fk foreign key currency id references currencies id 	CODE_SUGGESTION
remove the contain and use function of outletareamappings model getareaandwarehouseinfoforoutlet	REFACTORING_SUGGESTION
please use constants	BUGGYCODE_SUGGESTION
please correct the spelling of the variable paymentid used .	SPELLING_SUGGESTION
boolean isfirsr is not required use allschemeids if allschemeids is empty then not required to add separator if it s not empty then add separator .	CODE_SUGGESTION
should we take symbol as enum ?	QUESTIONING
please never miss title of pr .	LOGISTICS_SUGGESTION
 f ea d fb a f c okay then do onselection applied 	CODE_SUGGESTION
add discription what fix u have done .	DOCUMENTATION_SUGGESTION
should this be coming up in the pr request ?	QUESTIONING
please update if we can merge the same .	LOGISTICS_SUGGESTION
use getdefault 	CODE_SUGGESTION
please make sure that this api will return a json response in all the cases even if the setting exists but is disabled .	CODE_SUGGESTION
delete commented line .	REFACTORING_SUGGESTION
call this method above the cursor query method because query will be unnessesory and not closed in url is null	CODE_SUGGESTION
remove the space	REFACTORING_SUGGESTION
i think there should be a key on phone number	LOGICAL_SUGGESTION
import usestate directly instead of react .usestate 	CODE_SUGGESTION
 b c a beeaebbdf will this key will be available in old company ?	QUESTIONING
better to add a single info logger statement to print the request context like companyid userid . . whatever is need to uniquely identify the request .	LOGICAL_SUGGESTION
remove commented code .	REFACTORING_SUGGESTION
 f e f f a a f if there is time please write the test cases . otherwise looks good to me	COMPLETENESS_SUGGESTION
remove commented styles	REFACTORING_SUGGESTION
if it s empty can be removed right ? please check .	REFACTORING_SUGGESTION
 transactionmanager transactionmanager propagation propagation .supports why are we using these specifics for transactions ?	BUGGYCODE_SUGGESTION
use a constant for this value	BUGGYCODE_SUGGESTION
 ab a a fcf f please use proper indentation and format all the files .	REFACTORING_SUGGESTION
please check the ordering of the co ordinates	CODE_SUGGESTION
remove the commented code .	REFACTORING_SUGGESTION
 selectedjoins default join ?	CODE_SUGGESTION
please update if its verified .	COMPLETENESS_SUGGESTION
this also one type of hardcoding as we are following the multiplier ratio .	BUGGYCODE_SUGGESTION
use stringutils .isnotempty	CODE_SUGGESTION
are we following any specific hql patter to write quires ? as join rom .outlet . companymappings this join is different form the earlier ones i .e . outlet o on ral .outlet .id o .id also i am seeing that there s a lot of hql quires written specifically just to use the joins replacing the native repo functions i think that we can find some way to do use the mapped table entities in the native function only i .e . findallbyglobaloutletidandtypeorderbymodifiedasc 	CODE_SUGGESTION
controller gets only strings why are we using array ?	BUGGYCODE_SUGGESTION
move this up arrow up 	CODE_SUGGESTION
it needs to be as seed data so api is not required .	LOGICAL_SUGGESTION
we are complicating things by adding two states here we should handle with once state because at time this component will view in one scope i .e . new or update 	BUGGYCODE_SUGGESTION
 cdaaddc c d b e suppose your api fails somewhere . you need to test out that the failure logs are stored	COMPLETENESS_SUGGESTION
correct this	BUGGYCODE_SUGGESTION
please get it verified will merge after verification .	COMPLETENESS_SUGGESTION
please share the query log and check if indexes is being used . 	COMPLETENESS_SUGGESTION
userid has been removed	REFACTORING_SUGGESTION
you missed the hint . i ll let you figure it out from the outdated comments	CODE_SUGGESTION
 verified	LOGISTICS_SUGGESTION
please use string constants instead of hard coding strings like this .	BUGGYCODE_SUGGESTION
use numberutils class for parsing	CODE_SUGGESTION
please use constants for request code instead of using magic numbers like this .	BUGGYCODE_SUGGESTION
please get it verified and update pr for merge .	COMPLETENESS_SUGGESTION
variable name should be diffreent . it would not be date .	SPELLING_SUGGESTION
getwarehousetypedata already available .	REUSE_SUGGESTION
put a default value here .	BUGGYCODE_SUGGESTION
please fix space	REFACTORING_SUGGESTION
cnflict	LOGISTICS_SUGGESTION
use constants with proper meaningful name instead of magic number .	BUGGYCODE_SUGGESTION
can we reduse repetation of same code here ? ? ? ?	BUGGYCODE_SUGGESTION
why hours ?	BUGGYCODE_SUGGESTION
remove commented line	REFACTORING_SUGGESTION
hi vasu these changes are merged to sanity branch on friday . it s being tested by kishore . will be deleting this pr !	LOGISTICS_SUGGESTION
also make the query re executable using insert ignore into	BUGGYCODE_SUGGESTION
ok what i meant was this . accordionsummarycontext ? object something like this if provided then we will you those css classes else we will use default css . this way we will able to keep functionality away from component definition .	CODE_SUGGESTION
 e a b fe a c ad c ok i will look into it . please assign ticket to me .	LOGISTICS_SUGGESTION
please make this private unless we are going to use it somewhere else	CODE_SUGGESTION
master multidistributor branch have fixed . please check and remove if not requried .	REFACTORING_SUGGESTION
please remove this condition also .	REFACTORING_SUGGESTION
return new responseentity responsedto httpstatus .ok ?	CODE_SUGGESTION
 	LOGISTICS_SUGGESTION
check for !empoty conditon for outlets outletids key if possible change outletids variable name to outletid	SPELLING_SUGGESTION
please get it verified we can merge it then	COMPLETENESS_SUGGESTION
remove unnecessary tab .	REFACTORING_SUGGESTION
here might be a problem because if suppose in is active key in mdm someone set value blank then it will throw sql issue because the default value of is active value is .	BUGGYCODE_SUGGESTION
use stringutils .iszero here .	CODE_SUGGESTION
formatting required .	REFACTORING_SUGGESTION
please remove after keyword	REFACTORING_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
please make this re runnable	BUGGYCODE_SUGGESTION
please get it verified so that we can merge it .	COMPLETENESS_SUGGESTION
can we convert this to a single insert ignore into query .	REFACTORING_SUGGESTION
you can keep it in if block as movetofirst return boolean .	CODE_SUGGESTION
query please and check the performance as i see it will user primary key but please share the query .	BUGGYCODE_SUGGESTION
why haven t we used helper functions ?	BUGGYCODE_SUGGESTION
please use comman function igetuserandroleinfo in managerole .php file 	REUSE_SUGGESTION
is this an array as well ?	QUESTIONING
remove the responsetype . 	REFACTORING_SUGGESTION
 a e a f b e d d ed e let s remove this file as of now currently not used .	REFACTORING_SUGGESTION
please check the spacing .	REFACTORING_SUGGESTION
what does mean here ?	BUGGYCODE_SUGGESTION
don t need tostring method . within the log message will do	CODE_SUGGESTION
can we use objects .isnull ?	CODE_SUGGESTION
what is the issue of passing props like this ? point down textlinkicon dashboardicon color action fontsize small titleaccess dashboard textlinkicon 	QUESTIONING
let us talk when you are refactor this code i think we can do this in a standard way but will try to understand your approach first .	COMPLETENESS_SUGGESTION
always use object response indexed array is difficult to handle and understand the response . search for this objectfields in code you ll find sample .	BUGGYCODE_SUGGESTION
format the code .	REFACTORING_SUGGESTION
please change the variable name . warehouseoutletdata because same variable shouldn t have different types of data .	SPELLING_SUGGESTION
what is the violation that s happening ? is this the list part of dashboard ?	QUESTIONING
please use constants	BUGGYCODE_SUGGESTION
 ffc ed dbf da ae i have pushed one commit in this pr please review this should solve ui issues .	COMPLETENESS_SUGGESTION
can we use max height here ? height will also suffice but i feel max height will be better .	LOGICAL_SUGGESTION
 e a b fe a c ad c confused for this filtering please explain .	QUESTIONING
what is this for ?	QUESTIONING
why like query ?	BUGGYCODE_SUGGESTION
will ucwords strtolower work for all languages ?	QUESTIONING
same comman function	BUGGYCODE_SUGGESTION
 abb bdc c bd a fff a but you are justing getting active scheme . i think u can make two quires then . please provide the query .	COMPLETENESS_SUGGESTION
 d acaf d bc aaf e a d e b c d d db do you think we should bring streaming support for this widget ? then in one shot this widget will be most optimized .	LOGICAL_SUGGESTION
it will work without query	CODE_SUGGESTION
improper way of logging use params for placeholders	BUGGYCODE_SUGGESTION
result either send text boolean . in the last result is converted to boolean . i think only for array response it s being converted you can ignore this .	LOGICAL_SUGGESTION
 please update ticket and qa aligned and verified .	LOGISTICS_SUGGESTION
 f e f f a a f please add zoho ticket here	LOGISTICS_SUGGESTION
sender mobisy is also present in notification producer .yml file and whatsappregistrationinput .java class . please confirm whether we need to change there as well . e a b fe a c ad c 	CODE_SUGGESTION
only revision will not work . need to handle in code also .	BUGGYCODE_SUGGESTION
 f ea d fb a f c i am still not convinced with this still you can merge this . we discuss this later and find better solution .	COMPLETENESS_SUGGESTION
remove divider from here .	CODE_SUGGESTION
reformat the code .	REFACTORING_SUGGESTION
some widget have boolean parameters in the end and some dont . is there a reason ? i thought we were only going with custom widget changes	QUESTIONING
 this outlet debitnote will work here . please test and commit the same .	COMPLETENESS_SUGGESTION
share query and check for indexes .	COMPLETENESS_SUGGESTION
write separate queries for both columns this can give error in worst case scenario 	BUGGYCODE_SUGGESTION
typography doesn t have ondoubleclick property where is it coming from ?	CODE_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
reformat the code .	REFACTORING_SUGGESTION
indentation is wrong .	REFACTORING_SUGGESTION
remove commented line .	REFACTORING_SUGGESTION
remove commented code	REFACTORING_SUGGESTION
 aaf e a d e b c d d db please put a comment in the test cases regarding the decision and what is to be done .	DOCUMENTATION_SUGGESTION
don t use my in any kind of variable names please correct it .	SPELLING_SUGGESTION
correct indentation for all options single tab needed .	REFACTORING_SUGGESTION
default always null	CODE_SUGGESTION
raise pr for releaseintegration .	LOGISTICS_SUGGESTION
use string constant instead of hardcoding string for play store url . also please note you are using http which is not secured . use https . we are already using same url in erroractivity . try to create constant and reuse it across the app .	BUGGYCODE_SUGGESTION
can you please help me recall that one problem ?	QUESTIONING
please use trim	CODE_SUGGESTION
 a e a f b e d d ed e follow variable name as camelcase and constants as upper case . ex . camel camelcase upper upper case 	SPELLING_SUGGESTION
getresponsetype always uses json by default please keep that as default . and make changes in the below code . and if get responsetype xml set responsetype to xml 	CODE_SUGGESTION
tested in local with the code it s working fine but there is a issue with select all option when you change the drop down element please check the same .	BUGGYCODE_SUGGESTION
please mark a todo here for the chart type	COMPLETENESS_SUGGESTION
move code after to next line .	REFACTORING_SUGGESTION
 f ea d fb a f c i am not convinced with the approach we took here . as we are projecting we have solved this using doubly linkedlist approach to optimise complexity . but here what we are doing more iteration than simple array implementation . also we are switching between linkedlist array in every single action . now we are playing with less number of items i .e . joins now we are not observing much difference here . even if we play with joins that s a huge number i believe for this case we won t observe much of a difference there . so please discuss and take opinion from ba f f c cbe e a b fe a c ad c aaf e a d e b c d d db others as well and proceed . note please make sure there is no other change except re arrange in this pr 	BUGGYCODE_SUGGESTION
 e a b fe a c ad c can we put projectionvalue ?	QUESTIONING
var aocolumns atargets defaultcontent name invoiceid refer payments index revamp .ctp file for the sample . we can skip writing extra code fnrowcallback function if the data has to be shown directly in the ui .	BUGGYCODE_SUGGESTION
remove line	REFACTORING_SUGGESTION
please add alternate string resources for all these new string literals .	CODE_SUGGESTION
as discussed we need to handle one case for chart type oned . for oned we should use searchableselect . please make necessary changes .	CODE_SUGGESTION
 verified	LOGISTICS_SUGGESTION
we can remove this and reuse enum outlet company status above .	CODE_SUGGESTION
this line is needed . please check with qa once dhulappa checked and verified this screen i had fixed some data in backend for same use case .	COMPLETENESS_SUGGESTION
please add spaces after 	REFACTORING_SUGGESTION
it has been verified by bhaskar hence merging it .	LOGISTICS_SUGGESTION
why selecting beat id when beat is hidden ? if it is for ensuring that no beat is selected atleast add some constant for 	BUGGYCODE_SUGGESTION
what is this api for ?	QUESTIONING
please resolve conflict .	LOGISTICS_SUGGESTION
please get it verified and update pr will merge after verification .	COMPLETENESS_SUGGESTION
 cdaaddc c d b e pls add test case for the same after that we can merge .	COMPLETENESS_SUGGESTION
please get it verified we can merge after verification .	COMPLETENESS_SUGGESTION
here does it required backward compatibility ? ? ? ?	QUESTIONING
at this level can we do a useexplicitapply function ? similar to what is there in joins ?	CODE_SUGGESTION
why this change ?	QUESTIONING
 arrhsntaxabletotal payment skunit hsncode here the above line used to create a dual level array . . for which extra loop of array sum was needed bhai we skipped it now by making necessary changes in the code .	LOGICAL_SUGGESTION
why checking string here . as in function is expecting skunitids as array then there is not requirement to check whether skunitids are string . 	BUGGYCODE_SUGGESTION
 e a b fe a c ad c please remove semicolon 	REFACTORING_SUGGESTION
put it in strings .xml . and try to use correct grammar .	BUGGYCODE_SUGGESTION
this will work or not .	QUESTIONING
why are we doing this part ? once base table gets updated and you go to main playground level the fetchconfigurations will be called due to changes in basetable object so it should automatically update . if not there might be a bug at the lower level .	CODE_SUGGESTION
please check if the rowerror will give an undefined error since it is not declared or initialised before its usage here . however has been declared in the new loop .	BUGGYCODE_SUGGESTION
what id is this ? source of this data ?	QUESTIONING
this should be isset then .	REFACTORING_SUGGESTION
why the space here ?	REFACTORING_SUGGESTION
can we please put into any constants file use it .	BUGGYCODE_SUGGESTION
i think we are getting the tooutletids passed in mdm file only . should we stop transactions for outlets which are not active ? what if they are inserting old data for outlets which are inactive on current date ?	QUESTIONING
consider the below scenario area named ramnagar with area id in zone gujarat area named ramnagar with area id in zone madhyapradesh will area id be lost with your changes ?	QUESTIONING
please correct alignment .	REFACTORING_SUGGESTION
we are using this function only once . so why can t we keep it in onsubmitreturnrequest function .	CODE_SUGGESTION
please get it verified and check the other functions where this is being called as well . we can merge then .	COMPLETENESS_SUGGESTION
 f ea d fb a f c do we need to refactor the parameters i .e . columns now ? because previously it was in different keys and nested structure for parameter but now we are getting everything in flat single array . 	QUESTIONING
for app we are not added . please do change in the callscontrller also .	CODE_SUGGESTION
i dont think the job will finish in m . how much time is it taking for one client ?	BUGGYCODE_SUGGESTION
 cd b c a dcbae e r .string .inactive sku already exists	CODE_SUGGESTION
we need only terms and conditions here so only import that no need to import 	BUGGYCODE_SUGGESTION
 f ea d fb a f c can you show me a screenshot or flow of the same ?	QUESTIONING
don t we need outlined icon ?	QUESTIONING
remove this resources .getstring from all place . use hardcoded in invoice . becauuse it might create problem if user change device language to then this method return string in hindi if present in hindi string file	BUGGYCODE_SUGGESTION
no we don t use bizom alias . because multi lingual will break . so please remove this comment	BUGGYCODE_SUGGESTION
returning null for now ?	QUESTIONING
is there no smdown ? if there is then i believe the condition is simplified	QUESTIONING
what if it s clear at this time ?	QUESTIONING
why we have removed this seperate pops using whole theme ?	QUESTIONING
this may impact loadsheet summary screen . check if this visibility changes is handled there as well .	COMPLETENESS_SUGGESTION
 f ea d fb a f c i have one suggestion . can we integrate table selector dialog to playground just as we have integrated it in the subqueryplayground level ? i feel this issue will be solved . please check by creating multiple level subquery as a basetable	LOGICAL_SUGGESTION
 abb ac dcb a ac f please address the comments .	COMPLETENESS_SUGGESTION
can we use this cdnote user payment outlet creditnote instead of loadmodel ?	CODE_SUGGESTION
keeping it on hold for verification .	LOGISTICS_SUGGESTION
remove console .log and add loader when a request is sent .	REFACTORING_SUGGESTION
please remove this	REFACTORING_SUGGESTION
this is unnecessary extraction please remove from here .	REFACTORING_SUGGESTION
why is this removed ?	QUESTIONING
use case would be syncing data based on time . but will that break anything ?	QUESTIONING
remove invalid space	REFACTORING_SUGGESTION
why is this required ?	QUESTIONING
 b c a beeaebbdf we follow this everywhere for proper code readibility . so please add 	REFACTORING_SUGGESTION
remove this	REFACTORING_SUGGESTION
similar pieces of code please de duplicate it	BUGGYCODE_SUGGESTION
dual declaration of count . please avoid .	BUGGYCODE_SUGGESTION
please check the test cases	COMPLETENESS_SUGGESTION
create a tag and use it across the file for logging .	CODE_SUGGESTION
 border top left radius props props .theme .shape .borderradius px point down border top left radius props props .theme .radius px 	CODE_SUGGESTION
to avoid null pointer exception change to this if ars hershey auto scheduling action .equals schedularinputs .getactionkey 	BUGGYCODE_SUGGESTION
please resolve conflicts .	LOGISTICS_SUGGESTION
have you tried editing and removing widget and dashboard from api did it work ?	QUESTIONING
branch issue as different ticket data is present .	LOGISTICS_SUGGESTION
verified 	LOGISTICS_SUGGESTION
if we flip the case also then there will be no chance of subzones being the startlevel . and many companies don t even have subzone usage . bc e cbaa c c which companies actually use subzones ?	QUESTIONING
we can use for loop one and create data in one loop na .	BUGGYCODE_SUGGESTION
 react grid layout . . keep the exact dependency so that it doesn t upgrade unknowingly anytime in other new developers system .	CODE_SUGGESTION
it should be roles table fetch basis not hard code .	BUGGYCODE_SUGGESTION
sir same page is used for order edit as well . this part of code will hamper all the orders that will be edited .	BUGGYCODE_SUGGESTION
as per our chat communication there was more to add to this will merge after it s added .	COMPLETENESS_SUGGESTION
 a e a f b e d d ed e there are lot of commented code in this file please look into those .	REFACTORING_SUGGESTION
 onclick handleclick 	CODE_SUGGESTION
its qa verified please check and resolve conflict 	LOGISTICS_SUGGESTION
i have one query but the changes otherwise looks good to me . please ensure that for when then conditions taggedconfig should be present if applicable 	CODE_SUGGESTION
empty line can be removed .	REFACTORING_SUGGESTION
if we are using then for cleaning the config . we don t do any cleanup on error of remove widget . so . we can remove the catch block here . 	CODE_SUGGESTION
i looks like a duplicate file of recentorders .js please remove if it s not required .	REFACTORING_SUGGESTION
please rename this you are not sending the outlet list you are building it	SPELLING_SUGGESTION
please correct the spelling credit 	SPELLING_SUGGESTION
 .filter boolean or some such variant can do the same	CODE_SUGGESTION
condition not required	BUGGYCODE_SUGGESTION
 f ea d fb a f c why can t we re use or modify this one ?	QUESTIONING
spelling and camelcasing	SPELLING_SUGGESTION
are both id and text necessary ? asking since both will always have the same value of payments .billno .	LOGICAL_SUGGESTION
use fall back .	CODE_SUGGESTION
 b c a beeaebbdf please add where condition on companyid as well . for reference refer retaileroutletdetails or retailerorderperformance widget code .	CODE_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
can we use stringutil .isempty here for string ? ? ?	CODE_SUGGESTION
wrongly committed please revert to old line .	LOGISTICS_SUGGESTION
please share query log to check for indexes .	COMPLETENESS_SUGGESTION
getmslachievementnew function name has been used in many models for faster and better readability can we add model name in function getmslachievementforordernew getmslachievementforsalereturnnew getmslachievementforsalenew the one in msl controller can be kept as getmslachievementnew . please change the app version as well to notify the app to use new api else old portal and new app will throw undefined function error .	SPELLING_SUGGESTION
should be boolean naming convention isnegative 	BUGGYCODE_SUGGESTION
remove console .	REFACTORING_SUGGESTION
 f ea d fb a f c i think we are doing cleanup here . instead of clean up can we let s do a validation in the component itself . don t allow user to add another join if table field of last join is not filled . 	LOGICAL_SUGGESTION
pre approving the pr some minor changes to be completed . post the changes please merge	COMPLETENESS_SUGGESTION
if we make or condition like warehouse id warehouse id skunit id skunit ids is better .	LOGICAL_SUGGESTION
spacing before and after and 	REFACTORING_SUGGESTION
 f ea d fb a f c codewise looks good to me . please test the use case properly though and impact areas . approving from my side .	COMPLETENESS_SUGGESTION
do not hardcode ! please use theme .radius 	BUGGYCODE_SUGGESTION
please add default values .	BUGGYCODE_SUGGESTION
can you check the sql log and its using index or not .	CODE_SUGGESTION
can be merged as this is just removal of the code which was unnecessary .	LOGISTICS_SUGGESTION
 a c bb c ee ca f better to correct it for the future .	BUGGYCODE_SUGGESTION
remove console .log commands .	REFACTORING_SUGGESTION
kandi bhai give me min some commits are missing of will merge to development	LOGISTICS_SUGGESTION
verified ticket 	LOGISTICS_SUGGESTION
please get it verified and update pr once verified .	COMPLETENESS_SUGGESTION
 f ea d fb a f c aren t you doing it for next column ? this is confusing . please explain clearly what is being done here . .	QUESTIONING
can we also have a check for brandnameurl having entries ?	CODE_SUGGESTION
from backend this will be a list non optional	BUGGYCODE_SUGGESTION
we will not create dependency on react native in theme object . keep theme dummy json object . let s import dimensions in component it s required .	CODE_SUGGESTION
remove extra spaces	REFACTORING_SUGGESTION
 d aae b ea c e f a if this the class field for request coming in parallel for companies in diff retailer dbs how will this work ?	BUGGYCODE_SUGGESTION
please resolve conflicts	LOGISTICS_SUGGESTION
 e a b fe a c ad c looks good to me . please resolve confict then we can do ahead	LOGISTICS_SUGGESTION
can it not be a single fetch instead of lookup and fetch ?	QUESTIONING
needs to be alter table invoicetemplatemappings add index warehuseidindex warehouse id moduletype using btree 	CODE_SUGGESTION
verified ticket 	LOGISTICS_SUGGESTION
use 	CODE_SUGGESTION
if there is a value from getsimilarhiddenprojection then do we need a default ? also hasn t flow shown an error where you have an empty object and are trying to get the alias part of something that s not there	CODE_SUGGESTION
you can remove this function	REFACTORING_SUGGESTION
why addall is required ? why not a direct insert to hashset one by one ?	CODE_SUGGESTION
remove this line	REFACTORING_SUGGESTION
you can remove this as you are not performing any operation on it	REFACTORING_SUGGESTION
 . why is update of is direct fulfill and draft required here ? . what if payment has already synced ? . also when calldone can there be a case where payment needs to be reset ?	QUESTIONING
why is this extra check required ?	QUESTIONING
 f ea d fb a f c export const item trans item trans . why we are writing in capital case again ? . not handled plurals e .g . item items 	BUGGYCODE_SUGGESTION
please check if vehicle id is valid entry as foreign key is added .	CODE_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
why a map as return value ?	QUESTIONING
this will show partial output to user . eg . if alias given by user is amount of payments and duration is jan then originallabel will be amount of payments jan . . . . . . but you will show on ui only amount and jan . . . . . . other part will be missed i believe i .e . of payments this is blocker . my suggestion setgroup should be originallabel .substring lastindexof comparisonmodelaliasdelimiter originallabel .length setlabel should be originallabel .substring lastindexof comparisonmodelaliasdelimiter 	BUGGYCODE_SUGGESTION
claimlimitgroup .php hasmany claimlimitgroupdetail claimlimitgroupdetail .php hasmany claimlimitgroup please check linkage . which is master which is slave .	LOGISTICS_SUGGESTION
please fix the alignment	REFACTORING_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
remove commented lines .	REFACTORING_SUGGESTION
 f ea d fb a f c as discuss use icons from the library . we don t need this here .	BUGGYCODE_SUGGESTION
use showtoast method and don t use hard coded messages . get it from strings .xml .	BUGGYCODE_SUGGESTION
please remove hard coded false .	REFACTORING_SUGGESTION
i believe this assignment has to be done only when skudata is active is passed else this force activation is not necessary val warehouseskunit is active and isactive this will lead to force activation . is this expected behaviour . please check with api integration and product team as well .	COMPLETENESS_SUGGESTION
if you using specific columns plz add that not .	LOGICAL_SUGGESTION
use space after comma 	REFACTORING_SUGGESTION
please add default values .	BUGGYCODE_SUGGESTION
please check for the map data also	CODE_SUGGESTION
what is this page record size meant for ?	QUESTIONING
have few points here . need to override color from respective app pwa app . we need to add shade for primary color otherwise many places will break point down ! . we need to know about the color system 	BUGGYCODE_SUGGESTION
please check the feasibility to remove this function and re use the getoutlettype function 	REFACTORING_SUGGESTION
i didn t understand it ?	QUESTIONING
please get it verified and update pr will merge .	COMPLETENESS_SUGGESTION
 const offset setoffset usestate 	CODE_SUGGESTION
company id is removed from sql please remove this reference . 	REFACTORING_SUGGESTION
why we have not reused customtextfield here ?	REUSE_SUGGESTION
why this key name r ?	QUESTIONING
exception is enough	LOGICAL_SUGGESTION
as request go in gzip so js will not have issue in spaces . for that used to view properly .	LOGICAL_SUGGESTION
change variable name	SPELLING_SUGGESTION
check the filter order numbers .	BUGGYCODE_SUGGESTION
why are you doing query to get design skunit id from here ? can t we get it from the base query for payments data ?	LOGICAL_SUGGESTION
 e a b fe a c ad c please clean up few things here unnecessary console .log commented codes then rebase and merge to master .	REFACTORING_SUGGESTION
please get it verified and update pr for merge .	COMPLETENESS_SUGGESTION
remove active column from here .	CODE_SUGGESTION
 b dfc e b aaff please update .	COMPLETENESS_SUGGESTION
 a c bb c ee ca f this needs to be looked at	COMPLETENESS_SUGGESTION
see if this can be converted to hooks format while you are at it	REFACTORING_SUGGESTION
link this model in user .php and use the link instead of loadmodel .	CODE_SUGGESTION
remove unnecessory extend of basedata	REFACTORING_SUGGESTION
 aaf e a d e b c d d db is it required ? otherwise please cleanup .	REFACTORING_SUGGESTION
 f ea d fb a f c what s in the table part ?	QUESTIONING
 aaf e a d e b c d d db from gson side might be some parameter is missing . understood though why both are being used	QUESTIONING
inline styles ! we will not do this !	BUGGYCODE_SUGGESTION
 if header .getkey .startswith projectionkey header .getkey .contains projectionkey can we merge two block as discussed ? ? check and change if feasible .	LOGICAL_SUGGESTION
a ! of projection field and projection alias can suffice no ?	CODE_SUGGESTION
 b dfc e b aaff please update .	COMPLETENESS_SUGGESTION
use loge because generaly at this point error occure in live user so it will helpfull for debugging	CODE_SUGGESTION
change the variable name to something more suitable	SPELLING_SUGGESTION
 f ea d fb a f c please look at this code const getalignment header value if ! !header .alignment header .alignment alignments .right header .alignment alignments .left return header .alignment if ! !header .datatype header .datatype data type .number typeof value data type .number return alignments .right return alignments .left how do we use getalignment in enhancedtablehead component ? ans keep this function outside of table component as i said in earlier component	CODE_SUGGESTION
please do not hardcode ! make use of theme .spacing 	BUGGYCODE_SUGGESTION
can t we use when like switch here instead of for loop ? please check .	LOGICAL_SUGGESTION
there won t be any case where p .unitspercase ? if so we need to handle this .	BUGGYCODE_SUGGESTION
convert it as kotlin class .	CODE_SUGGESTION
why are we doing like this ? can we not add to the linkedhashset directly ?	BUGGYCODE_SUGGESTION
delete this please .	REFACTORING_SUGGESTION
please remove if not required	REFACTORING_SUGGESTION
you can use the key generator class as mentioned in previous comment	CODE_SUGGESTION
check if key is set then only proceed else throw error of no data found .	CODE_SUGGESTION
please complete error handling	BUGGYCODE_SUGGESTION
remove europa	REFACTORING_SUGGESTION
i think we should keep this one as private method .	CODE_SUGGESTION
please confirm with product team with the removal of the compulsion .	COMPLETENESS_SUGGESTION
can we use a loop here instead of using set extract twice on the same dataset ?	BUGGYCODE_SUGGESTION
remove unnecessory extend of basedata	REFACTORING_SUGGESTION
resolve the conflicts and change the target branch to development .	LOGISTICS_SUGGESTION
just pass the custommonths here like other filters . do required things inside respective component .	CODE_SUGGESTION
i have following views this call is optional for showing payment details this call is mandatory for doing online payment so this call should be part of pay now button itself it should decided it show or not to show the button . 	LOGICAL_SUGGESTION
please make all of these as optional as reports page doesn t use this and will not use it for their table view . legendposition ? boolean denotes optional . please check once on the reports page as this is not required .	CODE_SUGGESTION
reformat the code .	REFACTORING_SUGGESTION
two points here . please look into the console warning . warning each child in a list should have a unique key prop . . just use this material build in component ref . data inline card 	REUSE_SUGGESTION
constraint user headquarter mappings user id fk foreign key user id references users id on delete restrict on update restrict constraint user headquarter mappings headquarter id fk foreign key headquarter id references headquarters id on delete restrict on update restrict	CODE_SUGGESTION
 aaf e a d e b c d d db please try this with classname .	CODE_SUGGESTION
use stringutils .isnotempty method	CODE_SUGGESTION
is this done ? ?	QUESTIONING
space after ! 	REFACTORING_SUGGESTION
please run a for loop to extract data from outlets 	CODE_SUGGESTION
what if position i think position start from 	QUESTIONING
safer would be instead of 	CODE_SUGGESTION
 f ea d fb a f c every time action we are converting structure from linked list array and vice versa . so we are using tree for doing operation and array for displaying component purpose . if i understand it correctly we are trying to use linkedlist structure to optimise iterations and performance . as per above execution are we really achieving our goal ? is it not costing us more ?	BUGGYCODE_SUGGESTION
avoid dual tabs	REFACTORING_SUGGESTION
if user need to add only update new area with existing area ids should be there if then it will removed na . in ui how it will work and api .	REFACTORING_SUGGESTION
 typeid will contain the creditnote .id debitnote .id or the cdnote .transactionid ? just asking for information .	QUESTIONING
this key is required to avoid duplicate insertion	LOGICAL_SUGGESTION
is it verified ? please get it verified by creating a separate branch	COMPLETENESS_SUGGESTION
this json will not work please dont use any extension such as json viewer	BUGGYCODE_SUGGESTION
can we use the round when displaying the result in the ui field instead of using the result for further arithmetic operations ?	LOGICAL_SUGGESTION
